mean_score,median_score,std_score,var_score,min_score,max_score,skew_score,kurtosis_score,ip_count
0.11767087,0.0582655,0.12295492,0.015117913,0.0050686896,0.5385955,1.14251032934551,0.4734228133413616,216
0.12185657,0.07091662,0.12423362,0.015433992,0.005024688,0.5914991,1.0797383144027217,0.4206665379747019,222
0.10031102,0.04457687,0.11946936,0.014272927,0.005071716,0.57768685,1.5145570129029746,1.7665412308373751,248
0.11971743,0.072645,0.1241893,0.015422983,0.005021196,0.5766225,1.2417478551502354,1.279807178632896,225
0.103197716,0.052650563,0.11041487,0.012191444,0.005058917,0.51304317,1.2776207460742202,0.933295718265529,235
0.11315434,0.0660191,0.123172946,0.015171574,0.005120679,0.6961102,1.5042508337863258,2.4238803327008522,240
0.12642294,0.068502165,0.13065508,0.01707075,0.0051663336,0.5510098,1.1208126741289772,0.3477653222457695,211
0.1192323,0.07729531,0.121327914,0.014720463,0.0051492504,0.53824204,1.1652269479823778,0.6327726186672535,250
0.12768312,0.071932584,0.13045046,0.017017322,0.005003872,0.6248001,1.0894394980702655,0.5127405945799008,242
0.13201837,0.074639976,0.1391119,0.019352121,0.005190918,0.7339673,1.1468993766639262,0.7305420927054862,252
0.12829715,0.08297757,0.12898727,0.016637715,0.005093781,0.5756431,1.0508066212497638,0.34941212108868624,263
0.13256562,0.06804089,0.1427098,0.02036609,0.0050326795,0.5957158,1.1761515031711205,0.5605244916679202,265
0.12372572,0.07248558,0.12777123,0.016325485,0.005009897,0.5402649,1.1520894965221826,0.5389376119037101,262
0.12927425,0.07559156,0.1315661,0.01730964,0.0050097075,0.6045845,1.0683042734897592,0.4400393204034181,255
0.14088915,0.08495136,0.1464317,0.021442244,0.0050739003,0.6286187,1.0755068535282397,0.26859166201114526,255
0.12819247,0.072662,0.13575532,0.018429505,0.0051245634,0.63287306,1.183553563742518,0.7230957801341051,255
0.12417303,0.06109818,0.13559057,0.018384801,0.0051757693,0.5974851,1.2561558716581116,0.8408751372067096,261
0.116641365,0.06186692,0.12120715,0.014691172,0.005097302,0.5510733,1.086888079812034,0.2521385399833753,265
0.12674534,0.07259937,0.1318937,0.017395947,0.0051238053,0.5926761,1.1570179742761184,0.5118957570969376,264
0.12895834,0.082022026,0.13303657,0.017698728,0.0050493265,0.55486757,1.1684506715855607,0.6104345168159799,249
0.11111696,0.048207425,0.1282856,0.016457196,0.0050042677,0.6209407,1.3680155021470128,1.195712319279071,240
0.12447188,0.07107912,0.12844193,0.01649733,0.0051094475,0.5470527,1.0771228523358998,0.200985119850706,268
0.13306811,0.07297171,0.13513233,0.018260745,0.005001177,0.5959425,1.0134761537601749,0.08958306854677511,235
0.124482505,0.07237818,0.13120556,0.017214898,0.0050111567,0.58188105,1.168397382200496,0.6615263027885039,243
0.12368358,0.06412389,0.12738831,0.016227784,0.0050735073,0.56649834,1.0806293304869474,0.3791978930536395,241
0.13464415,0.07836603,0.13947614,0.019453593,0.0051261852,0.6026764,1.138855025595494,0.5810561710954407,254
0.12123973,0.057059295,0.13913369,0.019358182,0.00514916,0.6105413,1.3443682290934666,0.9877866308021268,266
0.12823395,0.07640231,0.13447341,0.018083097,0.0050064516,0.6026043,1.1774623545872982,0.7126236853942229,268
0.13809098,0.08477159,0.14268358,0.020358605,0.0050126524,0.68181396,1.2251627278918145,0.9889036369395674,266
0.1270884,0.089089416,0.12507944,0.015644865,0.005166415,0.5191588,0.9569357104654939,-0.12117771074236083,281
0.12543596,0.07029627,0.13094614,0.017146891,0.005078831,0.63131404,1.1941736557497995,0.8783868514984388,258
0.12704375,0.07989673,0.13067763,0.017076641,0.005025004,0.59505296,1.0400712382540975,0.13193857125206865,257
0.11153326,0.05688967,0.12215999,0.014923063,0.00504241,0.54230744,1.1735387027311648,0.3722951361526867,249
0.100700766,0.056918643,0.10853835,0.011780573,0.0050668996,0.4611583,1.2473299160436233,0.6833540541676855,239
0.12509641,0.08151036,0.12183267,0.014843199,0.005000295,0.45193574,0.9227815331180753,-0.39431061147042756,240
0.10862139,0.05268826,0.118513994,0.014045567,0.005203673,0.5467458,1.3209400231140067,1.0707409365991296,261
0.11119933,0.0568642,0.11918049,0.01420399,0.0050148573,0.5023894,1.0948282512089336,0.23859139467631385,253
0.11160338,0.05467996,0.11997756,0.014394616,0.0050002886,0.54585344,1.099008498699119,0.262576701134849,255
0.11816333,0.082171306,0.11538544,0.0133138,0.005014193,0.5774005,1.20044522545894,0.9484772348802992,238
0.12175024,0.05669777,0.130261,0.01696793,0.0050499914,0.6223354,1.1005742002611145,0.31817272960683063,239
0.106833406,0.038597118,0.12309118,0.01515144,0.005003214,0.60069805,1.4181824030053458,1.4191283345033598,243
0.12719023,0.075080484,0.13892074,0.01929897,0.0051620323,0.6357458,1.296390823952135,1.2839744644988036,237
0.114024974,0.06033486,0.12160038,0.014786652,0.0051463237,0.63873833,1.3903451591009368,1.7145383516113517,227
0.117442474,0.06200462,0.124074936,0.015394589,0.005051321,0.5187494,1.1410309741104017,0.4758844726603382,245
0.11678747,0.06564559,0.12536278,0.015715828,0.0050107264,0.59537053,1.2171734806510404,0.8713266413066751,252
0.11210559,0.05878436,0.12332555,0.015209191,0.0051589743,0.6772493,1.5220585352394551,2.39323782953271,257
0.12374834,0.06321788,0.13315453,0.017730128,0.005167083,0.58998513,1.192962476834779,0.6870191098296292,230
0.12104931,0.060681462,0.13049541,0.017029054,0.005122596,0.5306165,1.197904023839562,0.5213555148354048,246
0.11903097,0.060119122,0.12562121,0.015780691,0.005033201,0.5000879,1.04449752105319,-0.041223392382641943,227
0.124212526,0.0626363,0.1363726,0.018597485,0.005188902,0.59436387,1.2700222768469995,0.8011783203777862,234
0.119847216,0.063390575,0.13049704,0.017029475,0.0051678545,0.5773047,1.2912985898813165,0.9652924019627966,223
0.11404218,0.06254473,0.122704744,0.015056455,0.0050675943,0.51338214,1.27758397623917,0.8047679099601686,214
0.11670749,0.063981965,0.12608714,0.015897969,0.005033447,0.5821749,1.2858487698283787,0.8953476524928554,231
0.11747006,0.05752594,0.12654558,0.016013784,0.0050251675,0.61253244,1.2280200401581096,0.8477708049101875,235
0.12439991,0.07767823,0.12856068,0.016527846,0.0051489947,0.5044772,1.0568021681833457,0.08588508961479357,228
0.121780016,0.08452666,0.12851542,0.016516212,0.0051678526,0.6880199,1.2856592794445145,1.493250548193135,231
0.12825888,0.07004245,0.13766074,0.018950481,0.0051637883,0.56638134,1.1756186064413219,0.3795576170874746,222
0.12587039,0.07143393,0.13539506,0.018331824,0.005172948,0.6302582,1.2409551353867256,0.8768938323753215,222
0.10075628,0.05243239,0.11608696,0.013476183,0.0050460324,0.5870792,1.5135851914124065,1.765778169849706,217
0.097945474,0.043650255,0.11343814,0.012868211,0.005092041,0.47040656,1.3692911739035407,0.7619349817318533,231
0.09803229,0.048587117,0.10969818,0.01203369,0.005023223,0.48045748,1.3873087213993889,1.114462014097426,241
0.12131425,0.062512025,0.12893121,0.016623255,0.0051717875,0.5768069,1.1537311742899108,0.41119421357962516,227
0.1259417,0.096605636,0.12542564,0.015731592,0.005010257,0.57560694,1.1366980973592538,0.7249361792348314,229
0.11263267,0.05806948,0.123195924,0.015177236,0.0050280443,0.47939762,1.1931939396011717,0.346664758549708,238
0.107411966,0.057989445,0.12117792,0.0146840885,0.0050082016,0.68908954,1.548191927712209,2.490508841617384,243
0.12123435,0.064493395,0.12857156,0.016530644,0.0051457123,0.5754859,1.1355765779908185,0.3629579675384851,251
0.11056887,0.05611521,0.122235924,0.014941622,0.0051134336,0.6121009,1.280863503432407,0.8817780273574396,241
0.10908127,0.054503705,0.12255913,0.015020741,0.0050886488,0.5828891,1.4505535304511743,1.628893440156883,252
0.11405583,0.06517677,0.118428074,0.014025209,0.0050475807,0.5100634,1.1267341250684293,0.37687627959822256,255
0.115896046,0.06110836,0.12631775,0.015956175,0.00503615,0.5747048,1.2499090273271625,0.9351527636494725,243
0.11520076,0.062294863,0.12580054,0.015825775,0.005138946,0.52236,1.2411402429256893,0.6101358737139608,251
0.11641179,0.06623359,0.12393886,0.0153608415,0.0051968913,0.5404869,1.2149039839397437,0.5947791433800864,244
0.12115184,0.07027176,0.12665944,0.016042614,0.00501977,0.58271176,1.1689756448413173,0.7924211878881939,263
0.13246599,0.09207587,0.12622334,0.01593233,0.005080733,0.46994993,0.8062670230497985,-0.4924977346991106,243
0.14388111,0.097735286,0.14489132,0.020993493,0.005007848,0.7066068,1.1683723025030421,0.8702610675872751,242
0.12778415,0.0814257,0.123825796,0.015332828,0.005024384,0.50610995,0.9054426591539015,-0.1043439763924301,251
0.11388092,0.05893963,0.12310244,0.015154211,0.0051852604,0.4699018,1.0922747083805284,0.07318260569400703,249
0.12479617,0.07613429,0.12634209,0.015962323,0.005107118,0.59130293,1.1738745943922844,0.9618501882218831,256
0.1275395,0.07344642,0.12958226,0.016791562,0.005001021,0.5624312,1.1333535426634334,0.48777621029367646,265
0.120776005,0.07788635,0.122841135,0.015089945,0.0051051546,0.52835643,1.1230372670916313,0.4681858571867621,265
0.13376726,0.0814051,0.13425143,0.018023448,0.0050689653,0.56959146,1.0233555067389246,0.2740280343159025,254
0.12203534,0.08028734,0.12523669,0.015684228,0.005014919,0.52681655,1.052394201195108,0.23756404404451015,250
0.114668615,0.060713597,0.12304433,0.015139906,0.005090439,0.5289719,1.1461196926276225,0.2456147988610513,263
0.12056268,0.07424144,0.12307541,0.015147557,0.005068423,0.4757933,1.0847947880880098,0.17358325995172308,251
0.11753128,0.05678177,0.13187583,0.017391233,0.0050651412,0.6531971,1.365333905366998,1.268441003832467,235
0.1266997,0.06574989,0.13191898,0.017402617,0.0050833793,0.52209336,1.0474271670424007,-0.00960979330001388,224
0.115958504,0.066056795,0.12320315,0.015179017,0.0051879003,0.5120969,1.2452462365410486,0.6861445810100837,236
0.12328558,0.0671906,0.12724294,0.016190764,0.0050104074,0.5211389,1.0791915516494488,0.16091562460725095,250
0.12143639,0.06854446,0.12723187,0.01618795,0.0050194496,0.58251595,1.1314773365852542,0.4464179578995098,233
0.13077343,0.07674608,0.1340504,0.017969511,0.0051834704,0.6251406,1.0648359960616047,0.42648603627785064,228
0.12859024,0.08685499,0.12549527,0.015749063,0.0053279,0.544442,0.9263090992342905,-0.05007194295222206,219
0.1216737,0.06265494,0.12979235,0.016846053,0.005242095,0.58576906,1.2056585182943713,0.6952798874426271,222
0.11803782,0.067298375,0.12411259,0.015403935,0.005094478,0.5646617,1.2375882654789274,0.7086689707625542,222
0.11947147,0.065521486,0.120939724,0.014626417,0.005032485,0.5178707,1.1127911893825193,0.3154252533465578,217
0.12058106,0.06781736,0.12954643,0.01678228,0.005068881,0.5966002,1.3279381488896433,1.096662667618964,226
0.10287006,0.040244676,0.12812409,0.01641578,0.005223515,0.5829825,1.5310874829696222,1.409118669316607,226
0.120711975,0.0522032,0.13675454,0.018701807,0.005015638,0.6275446,1.335954299451677,1.1613271121930806,221
0.10894167,0.04840724,0.12421084,0.015428334,0.0050200685,0.55062985,1.2495631829607552,0.5383163035675671,214
0.115605675,0.05727576,0.12337225,0.015220712,0.0052008284,0.59732336,1.2179664499365241,0.841105944269422,206
0.099148266,0.04993785,0.106337205,0.011307602,0.0051021245,0.4489202,1.2079313295348235,0.5483117334144634,208
0.120018974,0.06245569,0.12996635,0.01689125,0.0050043943,0.546742,1.195719739558723,0.43736358310220735,201
0.10596891,0.047880873,0.12311394,0.015157042,0.005328172,0.561952,1.5982528193463248,2.122688836468477,186
0.10698107,0.055196423,0.11568046,0.01338197,0.005030466,0.5330632,1.1793896683957188,0.6850633917169544,195
0.10242317,0.05504056,0.109711796,0.012036677,0.005103206,0.5370547,1.2208397234357193,0.8815466251321724,186
0.10925535,0.058725547,0.12067536,0.014562543,0.0050084908,0.5174179,1.1911129776582308,0.5361616592185694,219
0.1058325,0.055208594,0.11675619,0.013632008,0.0051486962,0.6096598,1.385093537548755,1.4920181398339052,234
0.10354228,0.055764195,0.11692629,0.013671757,0.00502545,0.559163,1.5768458851020228,2.0736251837531494,243
0.10404431,0.057532582,0.11326559,0.012829093,0.005007166,0.4693082,1.2189191826891506,0.5793702749669296,225
0.11262045,0.06565069,0.1166142,0.013598872,0.0050644493,0.48539066,1.093108423259222,0.283060903489309,243
0.105413266,0.05523894,0.11627171,0.01351911,0.0053084814,0.59142774,1.4090935022328448,1.5840933576328533,242
0.11636589,0.06522022,0.12638657,0.015973564,0.0052712103,0.5904314,1.4469190373994472,1.721771763390258,231
0.10458017,0.06335211,0.11305201,0.012780758,0.005004655,0.73358583,1.6132758899633832,3.820143997781604,224
0.12018302,0.066465855,0.13002737,0.016907118,0.00505274,0.6076896,1.2646008371163207,1.133314495080807,244
0.117715776,0.06613566,0.1264938,0.016000682,0.0051061334,0.59573364,1.204758266894623,0.6570592864194906,252
0.11520989,0.06737882,0.12039888,0.014495891,0.005151677,0.5133782,1.18028083514426,0.5470367324996506,246
0.11317488,0.06302637,0.11763943,0.013839035,0.0051472005,0.549073,1.1704656744539312,0.5327515281002011,273
0.11689904,0.060594644,0.12747122,0.016248913,0.0050395126,0.60736966,1.3469537439142785,1.2945100687708715,277
0.10994427,0.05674108,0.11888438,0.014133494,0.005134672,0.58740956,1.2460680754860283,0.9449799195881248,243
0.1159213,0.06901905,0.11799511,0.013922846,0.0050853295,0.5051734,1.0983050276056894,0.21267453717809692,231
0.120192036,0.0722364,0.124623396,0.01553099,0.005162241,0.5509083,1.2475865122845693,0.8370598937513041,256
0.13008294,0.06564017,0.14174536,0.020091748,0.00506125,0.67356235,1.284484802645086,1.0172377515453537,280
0.12595496,0.07943103,0.12558948,0.015772717,0.0050586294,0.5629487,0.9520692780180023,-0.07498124025577013,270
0.113772534,0.04901242,0.1254827,0.015745908,0.0050693173,0.55433065,1.2021896886533383,0.6922787411599782,274
0.12651888,0.071859606,0.13270062,0.017609455,0.005050001,0.5900067,1.261671996038919,0.818333228094092,257
0.10934638,0.040496916,0.12749232,0.016254291,0.005044146,0.5794326,1.3136176953675596,0.865104775775229,255
0.11723437,0.059054986,0.12780832,0.016334968,0.0050843307,0.7141019,1.338836551735178,1.745510642722591,241
0.12763698,0.08316396,0.13335815,0.017784396,0.005160971,0.6196356,1.1819841530775637,0.7145687779634158,237
0.13946825,0.08958,0.13550639,0.018361982,0.005005574,0.57165354,0.946484508110449,-0.16162815310839562,227
0.12741265,0.07678455,0.13474073,0.018155063,0.0051351534,0.6440168,1.2771038662135539,1.2890646962083583,220
0.11696203,0.06651631,0.12841973,0.016491627,0.0050072265,0.5529073,1.3384670043135194,1.065835087779245,217
0.11553168,0.061406,0.12700716,0.016130816,0.0051065604,0.52357525,1.2924423748251008,0.7741351843220774,227
0.12342326,0.056777842,0.13621059,0.018553326,0.0051259915,0.5937722,1.3325643948159875,1.0999493597067271,202
0.10361447,0.0576533,0.11278657,0.012720809,0.005001352,0.45563325,1.2668878105157706,0.5818111007252633,240
0.10657228,0.051875453,0.11953678,0.014289041,0.005079476,0.54626006,1.279319983185776,0.7074019651001797,209
0.099769965,0.050261848,0.11293286,0.012753831,0.0050142887,0.4864483,1.3234529091915161,0.8951660216346711,184
0.11462617,0.064414114,0.121350326,0.014725901,0.005092694,0.5554666,1.2181055939778842,0.8621142169337248,199
0.10082838,0.045455024,0.12101469,0.014644556,0.005015983,0.56712633,1.5831757807695739,1.9736002289360197,191
0.10091052,0.0542171,0.11380297,0.012951115,0.0050030043,0.57792777,1.4976632105247971,1.7914413996998793,195
0.08698981,0.03233483,0.10566345,0.011164764,0.005150053,0.45158443,1.5210549257186123,1.5130883811394424,177
0.10047369,0.05066432,0.11059393,0.0122310165,0.00501585,0.47047257,1.2588477492561017,0.6548276330319132,180
0.114367805,0.058501996,0.12390113,0.01535149,0.0050651096,0.5361047,1.3623424191230245,1.1983914342417918,192
0.11406312,0.07299924,0.11611404,0.013482471,0.005005458,0.58377147,1.2678154341880572,1.264937577214111,216
0.09981737,0.04671599,0.11276543,0.012716042,0.0050128237,0.50430423,1.4116619257305478,1.3858888324399263,216
0.09717529,0.044752605,0.10778961,0.0116186,0.0050235125,0.52719176,1.3910281641969067,1.4619777172181685,202
0.10517402,0.03652212,0.12432931,0.015457777,0.0050342726,0.60230744,1.3727873062617753,1.3050226816442194,185
0.113270715,0.06888017,0.11369233,0.012925946,0.005022606,0.5339589,1.0534411368362118,0.34017707805786923,181
0.097351685,0.048770547,0.108721584,0.011820382,0.0050565423,0.5049062,1.4073866036848415,1.216365411814274,225
0.121847436,0.0802346,0.118211254,0.0139739,0.00501553,0.53709704,1.0536401543353215,0.4447061924761164,211
0.121232,0.066861674,0.12583275,0.015833883,0.005025159,0.5231142,1.0602428950641816,0.09258208167318882,233
0.10619185,0.04867039,0.11980604,0.014353487,0.005058084,0.5334374,1.3559001165576037,1.1650568719497638,228
0.11075646,0.06174215,0.12380662,0.015328079,0.005169393,0.62356466,1.3470577714385892,1.2480222316275231,221
0.107846394,0.059175253,0.116381265,0.013544599,0.0050204042,0.54905105,1.5009252091595464,1.9476988203808734,202
0.1002847,0.04911905,0.11523112,0.013278211,0.005085189,0.45834023,1.3715238508759144,0.8992451965444155,214
0.10915491,0.062029462,0.11776297,0.013868117,0.0050533065,0.59090656,1.5483841579783044,2.239566069688057,197
0.115082376,0.07067145,0.11236984,0.012626982,0.0050172475,0.47487488,0.9901404593301883,-0.0520986896010216,228
0.107197486,0.0581169,0.11884059,0.014123086,0.005082883,0.5194187,1.3978458568667718,1.2022761190981894,227
0.116268955,0.068389915,0.119411826,0.014259185,0.0050571426,0.53119004,1.0616268070435035,0.3107650245322282,248
0.13062613,0.093861304,0.12666425,0.016043834,0.00502192,0.5664692,0.9105928573078553,-0.08263512139561913,231
0.122183256,0.074751124,0.12422989,0.0154330665,0.005037003,0.49068123,1.0532478759819404,0.07538096222041846,247
0.112187065,0.06210625,0.11570756,0.01338824,0.0050043412,0.47641852,1.0285822510697138,-0.02161460359265721,252
0.13552012,0.08609837,0.13691,0.01874435,0.005053903,0.62742984,1.0140023561694602,0.1178067300053467,240
0.0991772,0.045370184,0.11401742,0.012999971,0.005291559,0.6613005,1.6523813635200582,3.0078650621877454,271
0.10806205,0.054539587,0.12060999,0.014546771,0.0050146445,0.612897,1.4220571205381831,1.8120874075917213,195
0.11712714,0.0668315,0.124465354,0.015491623,0.005023475,0.6361125,1.4008494963227638,1.6334017066074562,199
0.10361623,0.04697571,0.122788884,0.01507711,0.005086267,0.637442,1.5757536417350004,2.0415209705744637,208
0.10972787,0.047147844,0.12291901,0.015109082,0.005074467,0.608318,1.3404457833068062,1.455272945986593,219
0.1177849,0.06449269,0.12704514,0.016140467,0.005066062,0.54845726,1.1628754074105059,0.5267978650730742,234
0.13002574,0.07023567,0.13322401,0.017748635,0.0051461062,0.60311985,1.0571399472460374,0.20936441019463947,242
0.13277553,0.08705228,0.13382208,0.01790835,0.0052611274,0.5525119,1.0677397000561517,0.41919171299094593,253
0.12800878,0.070226654,0.13757436,0.018926704,0.0050116,0.624204,1.213472193612919,0.6737401419536404,264
0.12604085,0.06444369,0.13565499,0.018402275,0.0052084518,0.54403955,1.0476011409565225,-0.01200994630941521,254
0.13725919,0.06703648,0.14337723,0.02055703,0.005053577,0.5848178,0.987096020594104,-0.05744457657571278,257
0.119211726,0.059551366,0.12881732,0.016593903,0.0050018253,0.5210333,1.1769880704780136,0.42580044112377546,260
0.1361603,0.08793555,0.13169928,0.017344702,0.0055050193,0.508748,0.8815941004095906,-0.3140441117706989,240
0.12107713,0.063965656,0.13508275,0.018247351,0.0050702435,0.5790842,1.3248123998495696,1.0116544493362545,268
0.12623456,0.071106255,0.13686974,0.018733326,0.0050357585,0.7129154,1.3442441338518272,1.4435549259641638,238
