mean_score,median_score,std_score,var_score,min_score,max_score,ip_count
0.117825165,0.06584422,0.12579387,0.015824098,0.005044245,0.52315545,157
0.12995216,0.07985016,0.13941014,0.019435188,0.005251814,0.5627629,170
0.11753771,0.05172505,0.13081099,0.017111516,0.005039414,0.5102237,164
0.10934849,0.05046594,0.12089246,0.014614986,0.005041254,0.45217428,157
0.11351675,0.055075143,0.12622362,0.015932402,0.0050362446,0.5699625,160
0.1025978,0.040075317,0.12536208,0.015715653,0.0050101182,0.660507,149
0.11304511,0.038502693,0.14715077,0.021653349,0.0051127058,0.5517657,132
0.10405451,0.032657567,0.13210864,0.017452693,0.005325451,0.5170684,137
0.10607585,0.028618496,0.14176595,0.020097584,0.0050079026,0.551477,125
0.10002794,0.034528345,0.12149361,0.014760696,0.0050973226,0.6233075,158
0.10544015,0.050429933,0.13150953,0.017294757,0.005052499,0.61310464,185
0.11151726,0.060473822,0.13021107,0.016954923,0.0050626337,0.6531555,210
0.121106796,0.062070094,0.13485895,0.018186938,0.005031193,0.57544047,224
0.12227922,0.058459613,0.13604386,0.018507931,0.0050726803,0.6557281,220
0.1256161,0.075677805,0.13069773,0.017081896,0.0050546434,0.5189693,210
0.12009774,0.06331877,0.12380528,0.015327746,0.005038144,0.5431071,204
0.12323768,0.06668236,0.12905452,0.016655067,0.005195093,0.5504268,199
0.11775787,0.0561165,0.12755693,0.01627077,0.005190879,0.455178,188
0.11560985,0.047273085,0.13231865,0.017508224,0.0050069606,0.61763614,171
0.11442736,0.062361266,0.12472309,0.015555849,0.0052456125,0.54322857,157
0.11344571,0.06202008,0.12496214,0.015615537,0.0051809093,0.5482614,176
0.12059865,0.07390799,0.124178015,0.01542018,0.005050883,0.50509167,200
0.11009229,0.053099226,0.12187004,0.014852307,0.0050416873,0.5281344,207
0.12234813,0.08157927,0.12753096,0.016264148,0.005019307,0.60987103,209
0.11980802,0.0789997,0.121759355,0.01482534,0.005365498,0.5624211,210
0.13096075,0.062639505,0.14132847,0.019973736,0.0050528557,0.63368326,213
0.13675436,0.09034979,0.13268383,0.017604997,0.0052178544,0.5520258,244
0.11538041,0.06643539,0.12150816,0.0147642335,0.0050690835,0.48161298,239
0.113595694,0.05404295,0.13007914,0.01692058,0.0050722943,0.5552813,230
0.13197455,0.06926497,0.1418274,0.020115014,0.0050486806,0.5286557,193
0.11836677,0.05116737,0.13866067,0.01922678,0.005009814,0.5310276,188
0.1262889,0.062320102,0.1376788,0.01895545,0.0051937182,0.6109358,167
0.1113894,0.03772314,0.13275023,0.017622624,0.0051331734,0.5115085,144
0.11628277,0.05975223,0.12872432,0.01656995,0.0050581205,0.51320463,135
0.09987175,0.038906477,0.1183189,0.0139993625,0.0051197964,0.5035686,149
0.10737692,0.04013405,0.12914832,0.016679287,0.005036289,0.50377196,172
0.112731606,0.058100022,0.12152752,0.014768939,0.005022989,0.5472024,188
0.10628689,0.04977729,0.118838005,0.014122471,0.0051837885,0.48796067,189
0.12483572,0.08009822,0.12368765,0.015298634,0.0052084285,0.4901627,187
0.1297086,0.061574288,0.14485097,0.020981804,0.005235558,0.5637702,204
0.12958933,0.06700343,0.14695904,0.021596959,0.005195178,0.714397,210
0.11865262,0.047575817,0.13540646,0.018334912,0.0051599755,0.5947019,196
0.120886184,0.08182531,0.13243414,0.0175388,0.0050140438,0.5600228,175
0.106436215,0.05771699,0.11747639,0.013800701,0.005088931,0.5382347,179
0.11586507,0.059536576,0.13258119,0.017577771,0.005065251,0.65361196,163
0.11514214,0.072038904,0.12814312,0.016420659,0.005142561,0.5949189,156
0.13421854,0.07751081,0.13740352,0.018879728,0.0051486595,0.54286313,155
0.13134892,0.066911,0.14489385,0.020994231,0.0053847986,0.6346928,168
0.12567504,0.07262265,0.13296412,0.017679457,0.005061251,0.59733045,179
0.11031324,0.051206317,0.123616174,0.015280959,0.005004533,0.49109542,159
0.10391186,0.040763993,0.12529662,0.015699245,0.0050249402,0.5816537,137
0.12145276,0.04025814,0.15322003,0.023476379,0.0051175854,0.63332826,113
0.09772748,0.035468273,0.123881295,0.0153465755,0.0050705415,0.6033214,142
0.12441741,0.06616987,0.13442911,0.018071186,0.0050380398,0.5244489,173
0.106033586,0.0521842,0.1204617,0.014511021,0.0050648465,0.54175586,218
0.1251769,0.08323406,0.12017478,0.014441978,0.0050854855,0.49949947,222
0.12778749,0.07405228,0.13498992,0.018222278,0.0050687985,0.6249506,209
0.117537834,0.06270278,0.13211791,0.017455142,0.0050308076,0.6136862,183
0.11655042,0.07192879,0.12156669,0.01477846,0.005030471,0.49984926,200
0.11616761,0.04389725,0.13088284,0.017130319,0.0051034433,0.57720107,150
0.11831253,0.048292633,0.1381047,0.01907291,0.005205392,0.481845,133
0.10788776,0.050924346,0.120786786,0.0145894475,0.0050013205,0.5979981,147
0.11620362,0.058211096,0.13273232,0.017617866,0.005332064,0.53030145,146
0.11710914,0.07532023,0.11807848,0.013942527,0.005209619,0.50431657,144
0.1103499,0.061057378,0.12202377,0.014889801,0.0050235987,0.54625124,140
0.11461667,0.06347313,0.12804909,0.016396571,0.0050907214,0.69541794,131
0.11627701,0.055643193,0.12054505,0.01453111,0.005170681,0.44867364,123
0.12441827,0.07638898,0.131561,0.017308297,0.0056188903,0.48621523,135
0.11234956,0.063227795,0.120930865,0.014624273,0.005031062,0.48304024,165
0.13585615,0.10310355,0.13045165,0.017017635,0.005102797,0.6150043,176
0.11653178,0.07171221,0.122731924,0.015063125,0.005031885,0.51562124,178
0.12583615,0.08117905,0.12552616,0.015756818,0.005090352,0.56752783,202
0.1335552,0.087049514,0.13005604,0.016914574,0.005286067,0.5392131,208
0.13264255,0.08816667,0.123528995,0.015259412,0.005098682,0.49753198,244
