mean_score,median_score,std_score,var_score,min_score,max_score,ip_count
0.12514201,0.06970544,0.13002956,0.016907686,0.005026854,0.522998,237
0.13336109,0.07838255,0.13620257,0.018551143,0.0050336514,0.6048325,205
0.1367247,0.08612186,0.1368591,0.018730415,0.0050370675,0.59547716,186
0.10845018,0.04612187,0.13284467,0.017647706,0.0051123393,0.5586427,165
0.11650247,0.054372106,0.12759496,0.016280474,0.005117389,0.55879605,139
0.09423815,0.04027595,0.11896583,0.014152869,0.0050943424,0.5469771,145
0.10134702,0.045884643,0.11790493,0.013901574,0.005028049,0.47889417,143
0.10833751,0.05817295,0.1168797,0.013660864,0.0050420146,0.45106235,187
0.112671524,0.06808826,0.115272984,0.013287861,0.005094707,0.5067492,197
0.12434564,0.069881044,0.12942874,0.016751802,0.0054075937,0.6112429,225
0.12370349,0.07121684,0.1303269,0.0169851,0.005308106,0.6099966,210
0.13609478,0.07611717,0.13677637,0.018707775,0.0050060726,0.5400214,200
0.11771454,0.071335614,0.12975432,0.016836183,0.0050693145,0.56946826,201
0.11330327,0.060581207,0.124534465,0.015508832,0.0051095383,0.55551326,162
0.11481852,0.08315386,0.11515058,0.013259656,0.0050460147,0.5061961,142
0.1113027,0.056870185,0.122554615,0.015019634,0.005132569,0.54200625,146
0.112186156,0.054207012,0.11809039,0.013945341,0.005146036,0.5277144,154
0.12738037,0.068507954,0.12938054,0.016739324,0.0050226976,0.47448128,131
0.10461231,0.066807896,0.11242992,0.012640486,0.005095497,0.55212486,153
0.09765084,0.046681926,0.115462035,0.013331481,0.0052342643,0.5302334,176
0.10481888,0.044997387,0.1169491,0.013677091,0.0050011612,0.49319828,156
0.1180094,0.055563644,0.13714074,0.018807583,0.005072673,0.53977275,162
0.11417247,0.05754579,0.1237034,0.015302531,0.00505546,0.50699985,154
0.10805623,0.04935089,0.120461,0.014510853,0.0054011894,0.47285002,141
0.1343464,0.060325377,0.15138602,0.022917727,0.0051179477,0.6090691,105
0.09966261,0.041812062,0.11931589,0.014236283,0.005032052,0.5256,101
0.091318026,0.03376457,0.10865705,0.011806354,0.0051378985,0.42705825,68
0.10855963,0.055038545,0.12110942,0.0146674905,0.005120803,0.5295705,139
0.055816084,0.019507706,0.07681625,0.0059007364,0.005012414,0.42834398,232
0.060506318,0.022954077,0.08596264,0.0073895752,0.005010217,0.43539703,228
0.06272307,0.023167105,0.08651401,0.0074846745,0.0050075655,0.46735722,167
0.069024235,0.02447136,0.09713105,0.009434441,0.005036853,0.57332075,214
0.06520507,0.02528821,0.09383395,0.008804811,0.005027295,0.50839895,279
0.1541393,0.086906716,0.1626121,0.026442695,0.0050102845,0.77638984,578
0.15109785,0.08581921,0.15643686,0.02447249,0.005038996,0.71054703,603
0.15715057,0.09950015,0.15425105,0.023793386,0.0050037988,0.66640186,632
0.1494685,0.08308864,0.15725003,0.024727574,0.0050080395,0.71877134,583
0.062254973,0.023313867,0.08887458,0.007898691,0.0051938714,0.54287636,209
0.084315486,0.029369168,0.104919404,0.011008082,0.0051917466,0.45363346,133
0.0949121,0.031659298,0.12028243,0.014467862,0.005139721,0.46593708,136
0.11388258,0.04836547,0.1278776,0.01635268,0.0050084516,0.53283095,145
0.07924504,0.039428677,0.10078351,0.010157317,0.0050131646,0.53051853,163
0.066783525,0.021584727,0.098571226,0.009716287,0.005171496,0.5061736,197
0.09828154,0.045317788,0.11327321,0.012830821,0.0051046377,0.6203806,162
0.11221414,0.0669667,0.12006816,0.014416363,0.005246893,0.5474041,216
0.12285258,0.08919302,0.12162935,0.014793699,0.005116988,0.5911819,210
0.12714893,0.080063626,0.13490963,0.018200608,0.0050797295,0.6592412,195
0.12689032,0.084835336,0.1266469,0.01603944,0.005088827,0.61372375,194
0.12566309,0.07535808,0.13028002,0.016972885,0.005110496,0.55676794,207
0.12377152,0.05478427,0.14374131,0.020661565,0.005153,0.63689995,200
0.13128304,0.0711541,0.13448867,0.018087205,0.005112669,0.47820163,178
0.11228289,0.04953479,0.12491998,0.015605002,0.005026696,0.50470906,200
0.1148802,0.055392392,0.13005325,0.01691385,0.0051102983,0.51027286,162
0.12133482,0.06046149,0.13513441,0.018261312,0.0052795853,0.5278594,127
0.104269,0.056075156,0.11201152,0.012546581,0.0050721066,0.5122665,103
0.08704568,0.04835525,0.10033897,0.010067909,0.0052592917,0.55251014,113
0.10504804,0.073176,0.10581423,0.0111966515,0.005152261,0.4952765,138
0.10707431,0.051977947,0.119494475,0.01427893,0.005115622,0.5223033,187
0.118385606,0.072359234,0.12474326,0.015560881,0.0050021466,0.6166698,186
0.11633646,0.06320308,0.1258216,0.015831076,0.005126024,0.6550512,199
0.11749366,0.06755045,0.12680055,0.016078379,0.0050321645,0.5222549,201
0.13017754,0.07148296,0.1404029,0.019712975,0.005183172,0.61995095,188
0.13069324,0.07967785,0.13308331,0.01771117,0.005003856,0.5348759,175
0.114254914,0.0562379,0.122110255,0.014910914,0.0050253803,0.46597242,192
0.1219941,0.062273294,0.13300331,0.01768988,0.00542435,0.55376065,168
0.11923091,0.048716795,0.13712683,0.018803768,0.0050391713,0.5921936,169
0.12172528,0.08304408,0.121230505,0.014696835,0.0051019285,0.4673364,161
0.110524245,0.06807998,0.11018342,0.012140385,0.0053789094,0.46628553,168
0.13048713,0.09129648,0.12677482,0.016071854,0.0052228817,0.56367683,167
0.11513985,0.05812618,0.12598665,0.015872637,0.005010259,0.5489329,163
0.11825562,0.051015403,0.13611645,0.018527685,0.0051472895,0.56249505,131
0.11602437,0.06398502,0.12817068,0.016427724,0.0052737505,0.6132067,121
0.09996046,0.03784947,0.12530993,0.015702577,0.005161732,0.56376487,104
0.102930464,0.033494607,0.13388997,0.017926525,0.0050404044,0.64111584,106
0.08264619,0.030846313,0.10804014,0.011672672,0.0050107804,0.58356655,392
0.1305665,0.06544295,0.14039947,0.01971201,0.0050043273,0.6830693,435
0.07318413,0.028317887,0.10251132,0.01050857,0.005028889,0.56067765,199
0.0845046,0.034457732,0.11472905,0.013162754,0.005003593,0.51844734,139
0.068398684,0.026605558,0.09505115,0.00903472,0.0050066784,0.46916515,108
0.08051503,0.050334573,0.09393081,0.008822997,0.0051115514,0.40988442,171
0.10328317,0.03534296,0.13175683,0.017359862,0.005051384,0.5286394,225
0.15931685,0.096781425,0.15933213,0.025386725,0.005002668,0.69705653,575
0.13729092,0.06966521,0.14697522,0.021601716,0.0050549083,0.6408578,566
0.15223564,0.08731221,0.15505394,0.024041725,0.005004096,0.6940401,565
0.15568738,0.089696765,0.15933642,0.025388094,0.005004483,0.6249686,566
0.11618856,0.058566574,0.1311366,0.017196808,0.0050192615,0.56040186,370
0.14544354,0.06674216,0.1600773,0.02562474,0.0050352346,0.6550663,471
0.15755613,0.09451011,0.16114524,0.025967788,0.0050181462,0.71258026,545
0.15386957,0.08396679,0.1581396,0.025008135,0.0050251945,0.6372126,523
0.07244952,0.02364526,0.103322,0.010675436,0.0050587193,0.61848104,275
0.06918723,0.02701653,0.08946621,0.008004202,0.0050522895,0.4974089,281
0.06571307,0.021254752,0.09725636,0.0094588,0.0050576306,0.61165863,199
0.07790305,0.024635334,0.10574864,0.011182774,0.005036351,0.5450094,166
0.11996876,0.066605076,0.1284571,0.016501226,0.0053841406,0.50494885,184
0.11947306,0.05527851,0.13396814,0.017947463,0.005079986,0.6711339,218
0.12766118,0.07864749,0.13338408,0.017791314,0.005060104,0.518957,191
0.1274526,0.07485325,0.13010383,0.016927006,0.005001126,0.5600505,197
0.1437439,0.09809816,0.14089388,0.019851083,0.0052470085,0.5417084,203
0.13066432,0.068059035,0.1363707,0.018596968,0.0052754944,0.58332264,211
0.13216116,0.0554066,0.1439532,0.020722525,0.0052094962,0.5661456,183
0.11708162,0.05712917,0.12912105,0.016672246,0.005125542,0.5006095,188
0.10764472,0.056737673,0.11875088,0.014101772,0.0050455956,0.5309558,172
0.10513842,0.044550344,0.12613833,0.015910879,0.005076228,0.5421758,134
0.10439813,0.055462748,0.11396873,0.012988872,0.0051510483,0.45203066,144
0.100307174,0.042154282,0.11367193,0.012921308,0.0053816484,0.4868202,154
0.09569839,0.041781977,0.11312563,0.012797409,0.005005945,0.57556105,190
0.10286348,0.05620141,0.11574661,0.013397278,0.0051050023,0.503105,209
0.11841654,0.07381718,0.12766068,0.016297247,0.005122143,0.6507913,222
0.10880039,0.05258859,0.11955809,0.014294137,0.0050356546,0.508692,230
0.11670797,0.07238177,0.12767924,0.01630199,0.005081953,0.5240088,204
0.12356812,0.07844725,0.12792152,0.016363915,0.005277392,0.577314,181
0.09978087,0.058306903,0.10740937,0.011536773,0.0050852806,0.51431876,136
0.12628604,0.06045357,0.13991755,0.01957692,0.005255724,0.6307812,133
0.09846089,0.0382745,0.11126104,0.0123790195,0.0052502635,0.4774932,153
0.10368128,0.049416546,0.116980486,0.013684435,0.0054171504,0.46694776,153
0.107787795,0.04789456,0.12019536,0.014446924,0.0051356796,0.4759044,145
0.10215349,0.04299837,0.11429212,0.0130626885,0.0050553423,0.511485,131
0.1014031,0.045577925,0.12434264,0.015461092,0.0051609064,0.56906015,112
0.075854756,0.02592194,0.10071971,0.01014446,0.005014019,0.4443125,163
0.14821509,0.07805881,0.15581538,0.024278432,0.005022679,0.7240265,547
0.121968284,0.05807925,0.1372316,0.018832514,0.005010086,0.61103743,367
0.07039817,0.021906614,0.09634689,0.009282724,0.005034117,0.4961035,108
0.069717,0.02948391,0.09144155,0.008361557,0.005064786,0.48738164,143
0.07004231,0.021120587,0.09710761,0.009429889,0.0051036277,0.4150858,106
0.09944357,0.037804607,0.12856862,0.01652989,0.0051998156,0.65117097,255
0.0970269,0.03706984,0.1253713,0.015717965,0.005072368,0.50972706,155
0.156951,0.10358325,0.15618207,0.024392836,0.0050116177,0.6728446,597
0.13895501,0.077636585,0.14765942,0.021803306,0.005058081,0.6826122,605
0.15313327,0.0956765,0.15366296,0.023612306,0.0050441464,0.6714847,594
0.13472073,0.058589384,0.15622595,0.024406547,0.0050206813,0.70949715,531
0.12707788,0.056665927,0.14473192,0.020947328,0.005004332,0.63491017,423
0.06894018,0.02758664,0.09739114,0.009485035,0.0050019715,0.6309894,155
0.09040006,0.04469609,0.103825554,0.010779746,0.0051019876,0.64842814,177
0.08124041,0.028902391,0.10201398,0.010406853,0.0050475784,0.48468965,167
0.077097066,0.033613175,0.09432635,0.008897459,0.0050398624,0.517925,184
0.06729408,0.021700272,0.096411616,0.009295199,0.005090682,0.5464181,146
0.075012,0.024705801,0.09485188,0.008996879,0.00501141,0.35400352,158
0.11287195,0.047490228,0.13796492,0.019034319,0.005008454,0.67532706,323
0.15309833,0.09118996,0.15510283,0.024056891,0.005052708,0.73588943,574
0.15321587,0.086695194,0.15691945,0.024623713,0.0050353887,0.65830845,647
0.15393148,0.090847604,0.15671515,0.024559638,0.005025717,0.67943424,536
0.11738329,0.04668776,0.13969731,0.019515341,0.005016165,0.6435208,403
0.13861233,0.06807983,0.15570365,0.024243627,0.005075988,0.62281156,277
0.15346667,0.08253931,0.16010046,0.025632158,0.00511719,0.7327386,580
0.14741527,0.07607854,0.15321563,0.023475029,0.0050401594,0.6885228,607
0.10584329,0.044353012,0.12984326,0.016859272,0.0050985734,0.6165137,402
0.060827043,0.023440665,0.092718035,0.008596634,0.005003025,0.56974363,171
0.069473,0.018847348,0.097074226,0.009423405,0.0050611417,0.47723278,160
0.113591254,0.05252885,0.12816538,0.016426364,0.005571213,0.5503536,198
0.12778097,0.06368193,0.14418076,0.02078809,0.005174874,0.6391633,176
0.12560537,0.0711686,0.13494,0.018208804,0.005999695,0.5537964,180
0.121286854,0.0656052,0.12690476,0.016104817,0.005000575,0.52085656,193
0.119390756,0.058461763,0.13356002,0.017838279,0.0050259093,0.5511276,200
0.10296425,0.03129009,0.12593354,0.015859257,0.0052192737,0.6411138,151
0.09985439,0.037457433,0.11990844,0.014378033,0.005308846,0.50524384,132
0.12620375,0.069698274,0.13202873,0.017431585,0.00546779,0.4905217,128
0.09895644,0.04252983,0.11762501,0.013835643,0.0050774994,0.49136707,181
0.11957573,0.06927224,0.12099269,0.014639231,0.005009927,0.50943524,199
0.13047397,0.09457069,0.12061295,0.014547484,0.005009968,0.48736697,218
0.1400388,0.08703067,0.13687362,0.018734386,0.0056346124,0.6101737,217
0.114075676,0.05816131,0.12075508,0.014581789,0.0050096256,0.52174115,205
0.118328646,0.06896317,0.12247906,0.015001119,0.005238867,0.5497607,174
0.12645954,0.06637049,0.1324215,0.017535452,0.0053197616,0.57274216,150
0.11677855,0.053971197,0.12930185,0.016718967,0.005188806,0.49345827,143
0.11021194,0.047950055,0.11949928,0.014280079,0.0050517013,0.4295203,149
0.120533116,0.072353706,0.1265942,0.01602609,0.005045513,0.636695,155
0.115409225,0.070979685,0.11927023,0.014225388,0.0053584557,0.4800002,140
0.10178522,0.048917703,0.11451729,0.013114208,0.0050461013,0.5136551,128
0.090973966,0.03758262,0.1155985,0.013363014,0.005110698,0.5901598,118
0.10321088,0.06254619,0.10560127,0.0111516295,0.005368049,0.46026036,116
0.13493963,0.08682108,0.13054699,0.017042516,0.005499501,0.56440115,120
0.06616708,0.023630362,0.09738313,0.009483473,0.0050338353,0.52979344,336
0.06578595,0.0241797,0.10126353,0.010254303,0.0050125094,0.6256888,231
0.062929206,0.02270049,0.09798428,0.009600918,0.005036305,0.6131738,259
0.099634945,0.039092142,0.12317973,0.015173244,0.0050804103,0.63389194,392
0.10594794,0.037775673,0.13323776,0.017752303,0.0050005256,0.6077101,449
0.14834921,0.08029613,0.15325704,0.023487723,0.005113158,0.61415845,629
0.12030262,0.059550803,0.13263172,0.017591173,0.005006352,0.5822675,494
0.11624056,0.053245824,0.12831521,0.016464792,0.0050755087,0.60894907,337
0.08448106,0.024499621,0.11787313,0.0138940755,0.00503468,0.6483908,134
0.08805421,0.04087551,0.10827374,0.011723202,0.005151474,0.5979199,196
0.06919756,0.024140656,0.090558514,0.008200844,0.0051591494,0.43179426,145
0.09312877,0.031533763,0.1174862,0.013803008,0.00506412,0.53073233,164
0.10978391,0.037952077,0.1308429,0.017119862,0.005067264,0.7046345,367
0.103708684,0.03985768,0.13048296,0.0170258,0.0050214846,0.5477084,215
0.10680036,0.038197022,0.1320728,0.017443225,0.0050543146,0.6558319,189
0.09433839,0.038444765,0.114825815,0.013184967,0.0052858405,0.53397447,176
0.1915255,0.16554275,0.1650335,0.027236056,0.0050021154,0.6395717,247
0.1983349,0.16094631,0.16930595,0.028664503,0.005069825,0.6457465,366
0.21701102,0.2010839,0.1636449,0.026779654,0.0050027505,0.67041045,378
0.21094528,0.18101558,0.1721358,0.029630736,0.0050479514,0.6261027,360
0.20578106,0.1819332,0.16915359,0.028612938,0.0052574696,0.6735826,395
0.20375212,0.17305493,0.17428364,0.030374788,0.005074242,0.6903158,374
0.13655354,0.06998272,0.14549395,0.021168489,0.0050437087,0.61478543,227
0.12141132,0.06032428,0.13814612,0.01908435,0.005128199,0.6339706,313
0.1448472,0.08515068,0.14812483,0.021940963,0.005036508,0.63334686,554
0.16404012,0.09684789,0.15989584,0.02556668,0.005011684,0.61632025,600
0.07076143,0.024163967,0.09708637,0.009425763,0.0050373515,0.5455914,240
0.10491622,0.046226166,0.12758099,0.016276909,0.0051072403,0.563349,190
0.12694359,0.06815378,0.13283293,0.017644588,0.005074364,0.57142025,226
0.123325825,0.06323677,0.13776934,0.018980391,0.0051677353,0.56379,177
0.13128696,0.064764395,0.14175911,0.020095645,0.005135186,0.68078446,188
0.12402237,0.049558494,0.14355992,0.02060945,0.005029815,0.60935575,183
0.11748687,0.056639705,0.13218506,0.017472887,0.0050200084,0.5791108,167
0.12209172,0.04429703,0.14155675,0.020038316,0.005012219,0.5690308,154
0.10416392,0.049949616,0.12294442,0.015115331,0.0050390614,0.51726335,144
0.101952374,0.042372257,0.124674104,0.015543633,0.0050691627,0.59442955,162
0.10266437,0.05110767,0.1144676,0.013102831,0.005155097,0.4728554,183
0.09840663,0.046663947,0.11235464,0.012623566,0.005184808,0.55473346,205
0.09979395,0.05254543,0.109038204,0.011889329,0.005086464,0.47526506,234
0.12425817,0.06944218,0.13181975,0.017376449,0.0050080344,0.50049937,221
0.101000614,0.056166396,0.10754936,0.011566865,0.0051549617,0.452478,221
0.1094522,0.053435512,0.119302265,0.014233031,0.00516102,0.46444377,200
0.124534555,0.057915986,0.13517544,0.018272398,0.005166585,0.50489116,188
0.11773056,0.05955738,0.13213359,0.017459285,0.0050279475,0.55430585,168
0.109655775,0.058682047,0.12080778,0.01459452,0.0052042115,0.5745772,154
0.11936715,0.066159576,0.13352409,0.017828684,0.0050968165,0.6619172,163
0.11554988,0.0659719,0.12364636,0.015288423,0.005069468,0.517992,171
0.11730109,0.053827822,0.12556282,0.015766023,0.005012617,0.5552406,151
0.12596102,0.059729703,0.13031185,0.016981177,0.005038085,0.49884278,145
0.12660167,0.058408476,0.13840443,0.019155785,0.005030275,0.612527,168
0.12091118,0.06736723,0.13003474,0.016909035,0.005143849,0.53686917,178
0.1286947,0.07491482,0.1364677,0.018623432,0.00500237,0.70448714,156
0.11630328,0.057716712,0.12526964,0.015692482,0.005122317,0.49936798,154
0.12192452,0.0669993,0.12623514,0.015935311,0.0050098333,0.50896984,144
0.11195645,0.03455763,0.1337642,0.017892864,0.0050045433,0.5365285,138
0.10789284,0.034656458,0.13684219,0.018725786,0.005053584,0.6012254,150
0.12916906,0.06782437,0.14083362,0.019834109,0.005011521,0.6199166,211
0.12646967,0.073070005,0.13333769,0.01777894,0.0051319674,0.5168909,230
0.11709149,0.05923141,0.12200696,0.014885698,0.0051545403,0.55594844,208
0.13793057,0.10027096,0.13812259,0.019077849,0.0050978595,0.5900204,208
0.12991044,0.09366136,0.12307277,0.015146907,0.005004345,0.5178282,191
0.11998819,0.05266987,0.13324484,0.017754188,0.005112494,0.5515355,196
0.108580954,0.04760037,0.12733164,0.016213348,0.00503763,0.5622198,182
0.10471437,0.05844398,0.111118756,0.012347379,0.00500575,0.4340572,180
0.111399576,0.045680728,0.12818472,0.016431324,0.005035096,0.6093078,180
0.10280336,0.04192996,0.11989516,0.01437485,0.005026945,0.5393987,166
0.09962147,0.05377366,0.11180651,0.012500696,0.0050292187,0.42631856,164
0.09301985,0.0521663,0.101274975,0.010256621,0.005116991,0.42531407,146
0.10515599,0.05305413,0.11780547,0.01387813,0.005006982,0.49174517,174
0.11087464,0.044481564,0.124783024,0.015570803,0.0051827244,0.6646587,206
0.12443179,0.08104351,0.12965642,0.016810786,0.005195063,0.60360414,213
0.1069432,0.054049317,0.11617462,0.013496542,0.0051476965,0.45480096,216
0.120692335,0.06329572,0.12717243,0.016172824,0.0050569978,0.47246283,180
0.108772926,0.052994702,0.13314801,0.017728396,0.0050652563,0.65520334,165
0.13187632,0.0715261,0.13843046,0.019162994,0.005259098,0.5827232,172
0.13251203,0.07734092,0.13777488,0.018981919,0.005096199,0.5776375,177
0.14307033,0.07662429,0.15220252,0.023165606,0.005044478,0.6646861,207
0.14453886,0.094208375,0.14043085,0.019720823,0.005125148,0.5611842,204
0.12102315,0.072831996,0.12419221,0.015423705,0.0050135604,0.53200847,213
0.10222598,0.058961324,0.10555201,0.011141227,0.005096643,0.47651553,194
0.113548055,0.056484126,0.12372186,0.0153071,0.0053690043,0.50289786,205
0.12834555,0.08100957,0.12977803,0.016842337,0.0050295587,0.6236308,184
0.10767775,0.059662048,0.1161718,0.013495888,0.0050259605,0.50595844,178
0.11289655,0.05819122,0.120248646,0.014459738,0.005060023,0.5442413,164
0.115254566,0.05624259,0.122035176,0.014892585,0.0053363573,0.4793401,154
0.09870613,0.05290853,0.10666028,0.011376414,0.0051339054,0.5874075,175
0.11311949,0.043179918,0.13026808,0.016969772,0.005136503,0.5877723,157
0.105604425,0.045389432,0.1225328,0.015014287,0.005174254,0.488133,142
0.118475124,0.049109157,0.14093807,0.01986354,0.0050484533,0.6606366,121
0.0983899,0.04661896,0.11177034,0.012492608,0.005132426,0.45337823,124
0.093351066,0.045480426,0.108323164,0.011733908,0.0050828843,0.47962436,140
0.103247404,0.044902947,0.12595078,0.015863601,0.005065223,0.5572705,149
0.0926472,0.032494795,0.11292405,0.012751841,0.0050650323,0.59507287,144
0.09891603,0.036846258,0.117466055,0.013798274,0.005073466,0.53899187,166
0.09037918,0.03352036,0.110601336,0.012232655,0.005065146,0.60625935,173
0.09609194,0.047101997,0.106292084,0.011298006,0.0050069103,0.5110624,139
0.08591312,0.032496147,0.10780164,0.011621193,0.0050010667,0.5302704,184
0.10764475,0.050136596,0.12076402,0.014583948,0.005256231,0.554372,145
0.09777125,0.041076783,0.111857966,0.012512205,0.0050274977,0.44664717,152
0.09027254,0.03478837,0.10477483,0.010977766,0.005134844,0.46521223,142
0.10987913,0.055122916,0.1282484,0.016447652,0.005091572,0.5564334,162
0.10710029,0.059283,0.11601945,0.013460512,0.0050595957,0.59243923,170
0.12313175,0.065884285,0.13046846,0.017022017,0.0050052903,0.60498166,156
0.10647593,0.04292798,0.12694314,0.01611456,0.0050343517,0.48609778,143
0.11898564,0.06948261,0.12511438,0.01565361,0.00506114,0.5314629,151
0.10766439,0.055944853,0.1196767,0.014322514,0.0051778657,0.558363,202
0.12825759,0.07423524,0.13015415,0.016940104,0.0050211553,0.49567896,193
0.12682563,0.06601755,0.13311331,0.017719151,0.005108257,0.56100094,234
0.12553367,0.08932649,0.12588225,0.01584634,0.0051244353,0.582812,213
0.107917294,0.045071878,0.12814938,0.016422262,0.0050946856,0.585599,207
0.11557733,0.04448947,0.13330883,0.017771244,0.0051963436,0.6391491,197
0.10137038,0.040525384,0.12570398,0.01580149,0.0050949324,0.5485705,154
0.09532615,0.040163208,0.11369238,0.012925957,0.005081332,0.46956223,157
0.09868081,0.028704986,0.12284949,0.015091996,0.0050051725,0.5043262,177
0.10769386,0.042357303,0.12455183,0.015513158,0.005206488,0.505706,164
0.10132034,0.044515584,0.113244414,0.012824297,0.005075366,0.5119003,156
0.10156863,0.04988336,0.1092667,0.011939212,0.005043041,0.5824403,150
0.08781945,0.03556291,0.10186821,0.010377133,0.005046274,0.45498982,154
0.08650661,0.039805762,0.106012195,0.011238585,0.0050150356,0.5003944,188
0.1048338,0.052786607,0.1248053,0.015576364,0.0050332244,0.58100516,180
0.12152874,0.059069555,0.13720064,0.018824015,0.0051444774,0.60684425,173
0.12685311,0.05678215,0.14359851,0.02062053,0.0050038774,0.7116421,191
0.13816336,0.08271453,0.14310902,0.020480191,0.0050594024,0.5760723,212
0.13474941,0.07268275,0.1388836,0.019288655,0.0051194555,0.61628085,219
0.13283217,0.09395212,0.13346341,0.017812481,0.005059139,0.64139026,217
0.11553983,0.061927266,0.12881686,0.016593784,0.0051543685,0.6407209,196
0.12894557,0.073840834,0.13282746,0.017643135,0.00524628,0.62934977,187
0.12957498,0.05376564,0.14468552,0.020933898,0.0051362948,0.5594331,188
0.13209942,0.07275159,0.14157276,0.020042848,0.0050332313,0.6252177,188
0.121797614,0.07130647,0.12800984,0.016386518,0.005029205,0.57105094,189
0.1373257,0.10299996,0.13107164,0.017179776,0.0051350836,0.528336,201
0.13718794,0.078968555,0.13812977,0.019079832,0.0051365467,0.6551956,243
0.12011608,0.06602682,0.1354842,0.01835597,0.005236943,0.6360998,235
0.11312681,0.0698581,0.118913874,0.01414051,0.005154664,0.49783728,223
0.10592266,0.063224375,0.107785426,0.011617699,0.00507301,0.4348484,201
0.10645886,0.06448574,0.1106688,0.012247584,0.005041196,0.52827173,198
0.110709794,0.0585466,0.123423725,0.015233415,0.0051171654,0.4869161,159
0.11053468,0.058339015,0.12090095,0.014617041,0.005026836,0.4712014,154
0.10747975,0.07624024,0.10328428,0.010667643,0.0051049707,0.43093136,169
0.10738097,0.05512,0.11664528,0.01360612,0.0051320675,0.47835395,148
0.11228945,0.06488766,0.11674022,0.013628279,0.005131199,0.5879857,122
0.099445775,0.052790344,0.10380591,0.010775666,0.005032358,0.4386486,126
0.10504901,0.047873795,0.1202144,0.014451502,0.0052412446,0.6496455,147
0.10555071,0.047175918,0.118689656,0.014087235,0.0050199027,0.60067666,165
0.12092254,0.067408696,0.13443169,0.01807188,0.005028635,0.536294,192
0.1289036,0.08754437,0.1288655,0.016606316,0.005020123,0.4907793,212
0.11498004,0.05962607,0.123784706,0.015322653,0.0053003104,0.52586246,198
0.11914692,0.06979576,0.12189118,0.01485746,0.0051146606,0.5877474,206
0.10962158,0.055005737,0.12347709,0.015246591,0.0050964504,0.6198518,213
0.12362895,0.070765406,0.12732089,0.016210608,0.0050564157,0.6735786,184
0.12392033,0.058215592,0.13673188,0.018695606,0.0050909217,0.6107696,176
0.1202778,0.07297818,0.12742291,0.016236598,0.0051465807,0.60613126,170
0.11745459,0.05662445,0.12224323,0.014943408,0.0052698147,0.4666701,159
0.11336018,0.06086477,0.12298603,0.015125565,0.0051815347,0.58452946,156
0.10648603,0.06398492,0.112020075,0.012548498,0.0051265936,0.39723775,155
0.12431945,0.083762586,0.12067976,0.014563604,0.0052023903,0.50354105,133
0.10177873,0.051503237,0.1152598,0.013284821,0.0050525153,0.52529836,161
0.059446365,0.023525879,0.09266174,0.008586197,0.005045886,0.5630255,229
0.078041054,0.03201422,0.103157595,0.01064149,0.0050933105,0.5132683,360
0.14906265,0.0840424,0.15736654,0.024764229,0.0050441213,0.6949493,587
0.09626722,0.033225108,0.12537126,0.015717953,0.0050394465,0.68848646,398
0.10725273,0.043786407,0.13669597,0.018685786,0.0050465288,0.6304126,418
0.13569343,0.0708448,0.15197134,0.02309529,0.0050159334,0.6789612,501
0.15661478,0.09944252,0.15711242,0.024684312,0.005100332,0.6267697,569
0.0711106,0.02711329,0.093153246,0.008677527,0.005157132,0.5171859,191
0.13236396,0.079691656,0.13388868,0.017926179,0.0050978065,0.6458752,233
0.17343311,0.13112396,0.16474591,0.027141213,0.005038206,0.72696596,274
0.20436265,0.17799245,0.17373782,0.03018483,0.005308946,0.7298268,317
0.21019259,0.18533215,0.17753014,0.03151695,0.005205482,0.6959496,298
0.23116101,0.22839881,0.18027206,0.032498013,0.0050668786,0.7274563,299
0.14772001,0.07538571,0.15758562,0.024833228,0.0052454686,0.71660435,177
0.083019264,0.03264972,0.10223357,0.0104517015,0.0050141066,0.5222484,179
0.07689882,0.026108691,0.108093396,0.011684182,0.00511168,0.53201276,235
0.113428645,0.044996493,0.13905069,0.019335095,0.0050031235,0.6183957,360
0.07908906,0.03683759,0.099779025,0.009955853,0.0050212718,0.51958984,213
0.12865101,0.061489504,0.14090323,0.01985372,0.005071491,0.57025754,407
0.16408242,0.09209085,0.16685583,0.027840866,0.0050965026,0.7327168,573
0.13042602,0.064878635,0.14816836,0.021953862,0.0050450587,0.71166456,498
0.08741087,0.035640486,0.108761966,0.011829166,0.005006387,0.513353,324
0.06670554,0.03102154,0.08452375,0.007144265,0.0050072744,0.37677222,148
0.09785032,0.036402285,0.11456035,0.013124074,0.005010754,0.47379026,157
0.11659592,0.06849246,0.118385,0.014015009,0.005055223,0.45088738,187
0.14471073,0.095295735,0.14709598,0.021637227,0.0050328793,0.66811734,202
0.12974912,0.06796398,0.13488731,0.018194586,0.00502972,0.63794494,217
0.12430177,0.06553712,0.13107723,0.01718124,0.0052424734,0.6668523,211
0.13309294,0.075319424,0.13732362,0.018857777,0.005018933,0.47765154,212
0.115816355,0.052817494,0.12727118,0.016197953,0.0050371657,0.52134866,193
0.11853253,0.061800435,0.124822594,0.01558068,0.0050553083,0.6329075,181
0.10589816,0.050010044,0.124825634,0.015581438,0.0050308662,0.62958616,180
0.10420084,0.052294746,0.11509506,0.0132468715,0.0051921187,0.5128236,168
0.12506318,0.06016884,0.13659999,0.018659558,0.005157255,0.5765104,174
0.11060873,0.052087277,0.12304008,0.015138862,0.005017642,0.5285996,176
