,index,mean_score,median_score,std_score,var_score,min_score,max_score,ip_count
326,326,0.0769291,0.039293393,0.08953748,0.008016961,0.005140319,0.4063469,118
327,327,0.07746895,0.028810104,0.09086731,0.008256868,0.005109277,0.366223,105
328,328,0.07473849,0.031582378,0.09563889,0.0091467975,0.005065892,0.48072532,116
329,329,0.070270345,0.029735852,0.081810944,0.0066930307,0.005008609,0.37240568,117
330,330,0.07540374,0.026238596,0.0885687,0.0078444155,0.005008329,0.34948042,111
331,331,0.077081114,0.036056787,0.09696258,0.009401742,0.005237645,0.48109376,114
332,332,0.08566948,0.033926196,0.10439802,0.010898946,0.0050684037,0.46324667,111
333,333,0.08225739,0.048995174,0.091049194,0.008289956,0.0050661536,0.4643596,127
334,334,0.083181866,0.036519166,0.09596815,0.009209885,0.0050042802,0.49174562,123
335,335,0.07751817,0.028083129,0.10595705,0.011226897,0.005045265,0.52609915,126
336,336,0.082068734,0.026158232,0.11390286,0.012973861,0.0053855423,0.5097695,136
337,337,0.08921642,0.036778968,0.10323803,0.010658091,0.0052763647,0.4066312,157
338,338,0.11506954,0.058539845,0.12470817,0.015552127,0.005058611,0.57130873,173
339,339,0.100803316,0.047627166,0.119698636,0.014327764,0.0051191016,0.60167843,197
340,340,0.11348016,0.06411832,0.123288825,0.015200134,0.005060283,0.5396787,207
341,341,0.104480356,0.05104227,0.12387728,0.01534558,0.0050641745,0.56063,215
342,342,0.10006241,0.042005643,0.118817426,0.01411758,0.0050643627,0.5760733,238
343,343,0.11295771,0.06324409,0.12533855,0.015709752,0.005020009,0.6075591,222
344,344,0.08649077,0.03775151,0.10214351,0.010433298,0.0051047527,0.5009493,239
345,345,0.09512505,0.035681278,0.11867723,0.014084284,0.0050558755,0.5747414,195
346,346,0.08915203,0.041096184,0.106200166,0.011278475,0.005017886,0.50638646,194
347,347,0.09163585,0.035378546,0.11018575,0.0121409,0.0052344287,0.50624055,199
348,348,0.086848944,0.038538974,0.107873075,0.0116366,0.005058266,0.46170205,187
349,349,0.08764193,0.039843768,0.109923236,0.012083118,0.0050010644,0.5972505,178
350,350,0.07770169,0.03628261,0.09199979,0.008463961,0.0050938786,0.45161146,181
351,351,0.08988282,0.048347495,0.10015287,0.010030598,0.005082753,0.5265998,155
352,352,0.092908435,0.04532273,0.11395572,0.012985906,0.0054259575,0.51681805,190
353,353,0.08590266,0.04065024,0.103081964,0.010625891,0.005148217,0.53471273,202
354,354,0.08457632,0.039428394,0.09567887,0.009154447,0.0050107515,0.42580816,193
355,355,0.09676286,0.047113948,0.11023841,0.012152507,0.0050374097,0.44596714,200
356,356,0.095193036,0.0330656,0.10774389,0.011608745,0.0050322027,0.4331357,219
357,357,0.101560734,0.048506014,0.11063403,0.012239888,0.0050873305,0.5394766,235
358,358,0.10251363,0.04918421,0.11872885,0.0140965395,0.0050061895,0.59030014,254
359,359,0.10106861,0.054913945,0.10574072,0.0111811,0.0050202054,0.522851,244
360,360,0.102148995,0.044694744,0.12275813,0.015069558,0.005109204,0.55382127,256
361,361,0.102487266,0.046105284,0.11352964,0.012888979,0.0050351494,0.48907647,255
362,362,0.09785686,0.046329744,0.10755573,0.011568235,0.005029046,0.4308754,250
363,363,0.104708016,0.05320549,0.11736589,0.013774753,0.005059564,0.5126135,238
364,364,0.10244053,0.05457338,0.11290654,0.012747886,0.005001053,0.54447657,252
365,365,0.0984554,0.048172563,0.11085496,0.012288822,0.005092926,0.52152944,232
366,366,0.09859113,0.047714487,0.11418857,0.013039028,0.0050575812,0.5431577,223
367,367,0.10355868,0.054948248,0.11478109,0.013174699,0.005083885,0.49804017,239
368,368,0.10475915,0.050453342,0.11897899,0.014156001,0.0050372747,0.57586616,196
369,369,0.09645399,0.040398374,0.11372767,0.012933983,0.0050289305,0.5173997,207
370,370,0.10503883,0.047133036,0.1211681,0.014681709,0.0050410987,0.5135065,227
371,371,0.09646179,0.043641087,0.11379475,0.012949246,0.0051737265,0.58926857,240
372,372,0.09049363,0.043847054,0.10589925,0.011214652,0.0050081573,0.55751216,244
373,373,0.10892694,0.050271917,0.12205104,0.014896456,0.005004302,0.55477196,232
374,374,0.10053509,0.049155105,0.11276876,0.012716794,0.0050204694,0.52309096,185
375,375,0.09068475,0.053593162,0.10174361,0.010351761,0.005089231,0.42570823,191
376,376,0.08555956,0.03772625,0.1033494,0.010681098,0.005000827,0.53107107,149
377,377,0.08198719,0.03826709,0.09009241,0.008116643,0.0050365636,0.39325687,199
378,378,0.09972526,0.04570727,0.12658818,0.016024567,0.0050028325,0.7258108,185
379,379,0.10758896,0.060775217,0.11165217,0.012466208,0.005108246,0.43317795,181
380,380,0.09115135,0.045027513,0.10743918,0.011543178,0.0050067515,0.4267501,194
381,381,0.097547494,0.043325298,0.11719122,0.013733782,0.0051112943,0.63418835,218
382,382,0.0884518,0.045276485,0.10038575,0.010077299,0.005291895,0.4376707,255
383,383,0.09332228,0.04802457,0.10449744,0.010919715,0.005000233,0.5624421,221
384,384,0.09517725,0.03900596,0.11308057,0.012787215,0.005071643,0.51758987,222
385,385,0.10192648,0.04449794,0.12227207,0.014950459,0.005178763,0.5236217,226
386,386,0.09439769,0.045287438,0.10573223,0.011179306,0.005002149,0.44112617,216
387,387,0.09350932,0.041713834,0.11644658,0.013559805,0.005106628,0.68813366,222
388,388,0.105881594,0.06217983,0.115745254,0.0133969635,0.005043082,0.5512257,191
389,389,0.101967104,0.053676013,0.11909333,0.01418322,0.0051460806,0.6307735,171
390,390,0.1004738,0.050888833,0.10712723,0.011476243,0.0050227833,0.48092157,150
391,391,0.079960525,0.028608523,0.104050614,0.01082653,0.0050630197,0.4555936,144
392,392,0.09322932,0.035508793,0.11737306,0.013776435,0.0050399117,0.53133535,139
393,393,0.09037968,0.051570695,0.09480967,0.008988873,0.005391578,0.4674474,122
394,394,0.08460083,0.045234434,0.09730715,0.009468682,0.005013314,0.4309437,110
395,395,0.062661,0.030835005,0.08353831,0.0069786487,0.0050126254,0.48746797,109
396,396,0.074086785,0.033300415,0.088152625,0.0077708852,0.0050187246,0.3530072,100
397,397,0.06489394,0.023221008,0.08327386,0.0069345357,0.00501136,0.34135365,87
398,398,0.082104556,0.028184641,0.10273674,0.010554838,0.005069415,0.3458164,88
399,399,0.077180296,0.026464108,0.1066752,0.011379599,0.005127885,0.5541109,86
400,400,0.07712657,0.04149736,0.09374777,0.008788645,0.0050080605,0.45043495,93
401,401,0.07599651,0.033806335,0.088265024,0.007790714,0.005435639,0.3347753,95
402,402,0.086610936,0.03401079,0.1094441,0.011978011,0.0051437044,0.48850664,114
403,403,0.083229795,0.029222364,0.097103246,0.00942904,0.0052067735,0.39139193,136
404,404,0.085563764,0.03695407,0.10535707,0.011100113,0.005052253,0.46825522,140
405,405,0.0724294,0.034164637,0.08430257,0.0071069226,0.0052056895,0.3912087,150
406,406,0.08638136,0.038251474,0.102727726,0.010552986,0.0062096203,0.54043245,146
407,407,0.10313716,0.040288303,0.119108744,0.014186894,0.005131697,0.54178,151
408,408,0.09202164,0.037088796,0.11189219,0.012519863,0.005029404,0.46954513,168
409,409,0.11563903,0.044379983,0.1384948,0.01918081,0.0050151087,0.7066414,193
410,410,0.10820891,0.05628324,0.117021635,0.013694064,0.0052905036,0.7123761,227
411,411,0.11978513,0.057708986,0.13399762,0.017955363,0.005017024,0.50757045,226
412,412,0.10558141,0.05101469,0.12281899,0.015084505,0.005027659,0.69719714,208
413,413,0.098878354,0.04177628,0.11857151,0.014059204,0.0050244327,0.56790364,227
414,414,0.09587384,0.04343237,0.1088054,0.011838616,0.005095101,0.5096844,242
415,415,0.094296254,0.04048535,0.11495235,0.013214042,0.005004964,0.49824014,227
416,416,0.09113483,0.04015077,0.11036979,0.01218149,0.0050647673,0.59794337,227
417,417,0.089848764,0.038917255,0.10451097,0.010922543,0.005175643,0.4645924,210
418,418,0.09669682,0.04254911,0.10956717,0.012004965,0.0050274455,0.49783486,218
419,419,0.10410107,0.052451033,0.11368116,0.012923406,0.0051932833,0.45530492,204
420,420,0.08601419,0.041836966,0.101602904,0.01032315,0.005027288,0.4052318,193
421,421,0.090611875,0.042323623,0.107201055,0.011492066,0.005084183,0.50559217,177
422,422,0.09761944,0.049381744,0.11458824,0.013130465,0.0050480636,0.47391304,162
423,423,0.084611185,0.04247892,0.09646839,0.0093061505,0.0050264704,0.3741854,171
424,424,0.08089989,0.02980216,0.105224214,0.011072135,0.005014875,0.5541398,195
425,425,0.08423123,0.039957985,0.10195935,0.0103957085,0.005005134,0.46817136,183
426,426,0.0817147,0.02877917,0.107880704,0.0116382465,0.005019362,0.5271723,193
427,427,0.08548395,0.033825647,0.10232079,0.010469544,0.005064272,0.4448544,173
428,428,0.08551409,0.05004725,0.09043711,0.00817887,0.005146396,0.40802106,157
429,429,0.072601624,0.03412085,0.086805195,0.0075351414,0.005368953,0.50376475,170
430,430,0.09377403,0.06203063,0.096702315,0.009351338,0.0051281373,0.3921733,166
431,431,0.09413513,0.046864428,0.10731469,0.0115164425,0.005159473,0.64476466,169
432,432,0.07891327,0.040486142,0.09080627,0.008245778,0.0050327503,0.41235313,150
433,433,0.104773164,0.042019445,0.13109481,0.017185852,0.0050907987,0.59702057,157
434,434,0.10955108,0.052648038,0.12925164,0.016705986,0.0050274166,0.5840873,215
435,435,0.09856424,0.03893879,0.1130452,0.012779217,0.0050398386,0.5157086,261
436,436,0.10740146,0.05690516,0.1214515,0.014750467,0.005163437,0.5387644,270
437,437,0.11092041,0.056548275,0.124404624,0.015476511,0.0051457905,0.58314896,282
438,438,0.109071314,0.051019304,0.12238031,0.014976939,0.005010226,0.66049856,290
439,439,0.103788115,0.053605743,0.10964234,0.012021443,0.0051867985,0.5584778,271
440,440,0.109732136,0.054117166,0.12499817,0.015624543,0.0051971013,0.6110495,290
441,441,0.10344809,0.056656443,0.114462465,0.013101656,0.005004121,0.5875246,279
442,442,0.08764537,0.03497616,0.105516575,0.011133748,0.0050080293,0.49207544,229
443,443,0.09152351,0.051786482,0.10579853,0.011193329,0.0050694044,0.5731889,206
444,444,0.09414082,0.0372604,0.11728408,0.013755555,0.0051035048,0.5334594,235
445,445,0.10402762,0.040712148,0.12376498,0.015317769,0.0050256336,0.6468679,184
446,446,0.087494,0.033391185,0.1052478,0.0110771,0.0050437804,0.44362378,204
447,447,0.1051047,0.053624075,0.11599009,0.0134537,0.0051102513,0.49603784,203
448,448,0.08363314,0.032179914,0.10433709,0.010886229,0.0050011766,0.4668807,242
449,449,0.07770497,0.031003937,0.095887,0.009194316,0.005030928,0.41297406,232
450,450,0.087094806,0.034505993,0.110649146,0.012243234,0.00509076,0.53674,192
451,451,0.088901564,0.037912346,0.1104106,0.012190501,0.005153063,0.53673595,180
452,452,0.08899052,0.04383512,0.10441668,0.010902843,0.005232424,0.4573606,173
453,453,0.08294925,0.039837923,0.09407671,0.008850427,0.0050242334,0.4198113,186
454,454,0.0923058,0.034232043,0.10786128,0.011634056,0.005037569,0.49491084,199
455,455,0.109661594,0.045021478,0.12837796,0.016480902,0.005030996,0.6164156,225
456,456,0.1045813,0.053919286,0.11629426,0.0135243535,0.0051313154,0.5464773,237
457,457,0.100969926,0.047272068,0.1104406,0.012197126,0.0050649624,0.51344407,233
458,458,0.101650484,0.045665108,0.12194105,0.01486962,0.005023534,0.61363333,218
459,459,0.10073467,0.036647834,0.11712426,0.013718092,0.00505543,0.49522263,218
460,460,0.1017875,0.0424911,0.11939261,0.014254595,0.0050100214,0.657296,230
461,461,0.10839723,0.05248519,0.121022515,0.014646449,0.005081749,0.57172817,256
462,462,0.11062084,0.047142714,0.12691082,0.016106356,0.005074976,0.52176404,227
463,463,0.10318575,0.049286038,0.12164256,0.014796912,0.00506904,0.54858136,193
464,464,0.11152083,0.054320633,0.12634861,0.015963972,0.0051060035,0.5937099,167
465,465,0.11339007,0.047876067,0.12906197,0.016656991,0.0050698775,0.52994233,160
466,466,0.11694182,0.06043436,0.12255958,0.015020849,0.005191807,0.47762576,153
467,467,0.11066851,0.058867898,0.12070649,0.014570057,0.0050421264,0.4481099,129
468,468,0.096201286,0.042950116,0.11311586,0.012795199,0.0051910686,0.47909892,120
469,469,0.07337877,0.034561004,0.08729204,0.0076198997,0.005185235,0.35625288,107
470,470,0.07601669,0.027757656,0.100302994,0.010060691,0.0050845314,0.504171,98
471,471,0.082707375,0.04875405,0.087542035,0.0076636076,0.0055521927,0.40952954,84
472,472,0.08109002,0.026689358,0.09498541,0.009022228,0.005224,0.37036818,106
473,473,0.07654274,0.027179498,0.10303161,0.010615513,0.005150749,0.6147589,104
474,474,0.078239396,0.02987254,0.10481266,0.010985694,0.005115093,0.6022292,128
475,475,0.09437036,0.039715387,0.11508861,0.013245389,0.0052352175,0.5690193,114
476,476,0.10395313,0.048824154,0.12716825,0.016171765,0.0054943687,0.5606344,108
477,477,0.10072735,0.041105457,0.12150875,0.014764376,0.0050166873,0.49906012,136
478,478,0.09815731,0.042518992,0.11495587,0.013214852,0.0050293636,0.5411495,143
479,479,0.13102108,0.071972944,0.14086391,0.019842641,0.00513263,0.6052329,149
480,480,0.101227164,0.036163263,0.124093525,0.015399204,0.005026655,0.5091739,170
481,481,0.09923741,0.045963503,0.11377169,0.012943998,0.0050195213,0.53692824,173
482,482,0.11386851,0.050493374,0.13028507,0.016974198,0.005155676,0.5853026,172
483,483,0.09161021,0.025475383,0.12721977,0.016184868,0.005233305,0.5083689,180
484,484,0.11162949,0.055619292,0.13052244,0.017036108,0.0050749467,0.6160764,186
485,485,0.105412856,0.03772353,0.13340966,0.017798137,0.005022165,0.71506476,203
486,486,0.11198057,0.05615061,0.12183158,0.014842934,0.005214264,0.52438694,203
487,487,0.10051397,0.049747217,0.11642648,0.013555126,0.005028588,0.5351876,230
488,488,0.10500235,0.05356444,0.11979428,0.0143506685,0.0050464417,0.5331103,211
489,489,0.093620986,0.039369646,0.112086676,0.012563423,0.0050313803,0.49598083,245
490,490,0.09708098,0.048084114,0.11069893,0.012254254,0.0050684493,0.4779728,236
491,491,0.11312172,0.052469496,0.12958016,0.016791016,0.0050265267,0.60018694,262
492,492,0.112293296,0.052656397,0.119455025,0.014269503,0.005023838,0.5440197,246
493,493,0.10851222,0.05090558,0.12159507,0.0147853615,0.005369921,0.46542615,219
494,494,0.09765022,0.044678446,0.108052514,0.011675346,0.0052119247,0.4383055,233
495,495,0.095065154,0.04138493,0.11144515,0.012420021,0.0050029852,0.5640611,218
496,496,0.098699346,0.046303585,0.11513948,0.013257099,0.0050945356,0.53516066,222
497,497,0.10384838,0.049656585,0.114924245,0.013207582,0.0051908772,0.6267405,183
498,498,0.09590086,0.034602594,0.1181389,0.0139568,0.0050558667,0.5507738,196
499,499,0.09350669,0.042480998,0.11340839,0.012861461,0.005138795,0.5791665,184
500,500,0.11148773,0.054390367,0.1203843,0.014492379,0.0050142133,0.47108322,163
501,501,0.10175065,0.050811224,0.114978775,0.013220118,0.00503323,0.5005389,196
502,502,0.10201406,0.049564622,0.11784471,0.013887376,0.005095724,0.6356648,190
503,503,0.08964319,0.040757976,0.10712582,0.011475941,0.0052240877,0.54618376,161
504,504,0.09509267,0.040010363,0.11702403,0.0136946235,0.00501289,0.5543861,148
505,505,0.0812193,0.038828425,0.09685695,0.009381269,0.0050060106,0.408902,135
506,506,0.09066738,0.05096113,0.101648375,0.0103323925,0.0051769214,0.48340467,127
507,507,0.06938043,0.02777142,0.090997756,0.008280592,0.0051062945,0.5072438,153
508,508,0.08436686,0.034103833,0.099273,0.00985513,0.005105709,0.46685514,156
509,509,0.07301576,0.025276601,0.09367171,0.0087743895,0.0050675813,0.44171128,175
510,510,0.08888695,0.041721877,0.108900726,0.0118593685,0.0050263386,0.53193444,155
511,511,0.08357407,0.036401562,0.09825529,0.009654103,0.0050617917,0.4481886,169
512,512,0.07710065,0.031780917,0.09241093,0.00853978,0.0050142314,0.37099025,159
513,513,0.07819584,0.035391297,0.09210255,0.00848288,0.005027027,0.457001,149
514,514,0.081503585,0.045136794,0.08673159,0.007522369,0.0051077534,0.44210473,161
515,515,0.06527867,0.024480535,0.09151449,0.0083749015,0.0050521274,0.47201934,213
516,516,0.10769504,0.05400104,0.12138093,0.01473333,0.005001846,0.49491882,248
517,517,0.123810306,0.080510676,0.12680313,0.016079035,0.0051003997,0.5385724,263
518,518,0.110459596,0.056547176,0.12364476,0.015288027,0.005050395,0.604378,272
519,519,0.11170304,0.06200812,0.11638974,0.013546571,0.0051010707,0.5745906,280
520,520,0.110452674,0.06795871,0.11730603,0.013760705,0.0051974864,0.55524755,281
521,521,0.10273689,0.04966586,0.115684316,0.013382861,0.005106563,0.6201272,281
522,522,0.104380816,0.050488885,0.11615837,0.013492769,0.005130229,0.45479253,295
523,523,0.10636444,0.04203821,0.12769455,0.016305896,0.005027112,0.6893293,263
524,524,0.110175796,0.06820696,0.111994416,0.012542749,0.005016095,0.46120766,253
525,525,0.105710655,0.050190877,0.1186831,0.014085677,0.0052624214,0.505448,217
526,526,0.085608006,0.031457134,0.1101419,0.012131238,0.005075622,0.49299848,174
527,527,0.087538764,0.040615305,0.10276558,0.010560765,0.005016591,0.45469618,202
528,528,0.092473574,0.04569113,0.105702735,0.011173069,0.005032086,0.5015525,225
529,529,0.09194158,0.04122939,0.10716305,0.011483919,0.0051545626,0.54475594,218
530,530,0.09638931,0.037129212,0.10935359,0.011958207,0.0051021054,0.5763804,205
531,531,0.09811911,0.0472298,0.110878,0.01229393,0.0051558246,0.44771048,202
532,532,0.08260627,0.034777466,0.09941823,0.009883985,0.0051365686,0.44544956,233
533,533,0.08817304,0.039396726,0.10125765,0.010253112,0.005032597,0.42970592,212
534,534,0.098032795,0.04373076,0.11336366,0.012851319,0.0051140534,0.5143825,203
535,535,0.09448554,0.038754374,0.11416702,0.013034109,0.0050562834,0.5174652,199
536,536,0.08825969,0.041822273,0.10006658,0.0100133205,0.005029897,0.52156305,188
537,537,0.09253891,0.039682154,0.11864135,0.014075769,0.005223507,0.60912627,177
538,538,0.09130953,0.035602696,0.11323205,0.0128214955,0.0050971764,0.5996196,168
539,539,0.087823845,0.02669097,0.115613386,0.013366454,0.005063954,0.49031764,184
540,540,0.09069661,0.044423748,0.104964145,0.011017472,0.005329486,0.510829,189
541,541,0.09938749,0.042412143,0.119351216,0.014244713,0.005022505,0.62395763,189
542,542,0.091179535,0.03993001,0.111124374,0.012348627,0.0050224634,0.5551078,245
543,543,0.098586015,0.046206508,0.11464453,0.013143368,0.00501745,0.48023129,211
544,544,0.11047091,0.053645145,0.12481427,0.015578602,0.005293211,0.5705066,219
545,545,0.099375024,0.041581158,0.11672819,0.013625469,0.0050328188,0.5772134,243
546,546,0.11179527,0.050935786,0.12979297,0.016846215,0.005105946,0.56396866,244
547,547,0.10343193,0.049899638,0.119663864,0.014319441,0.005356518,0.6162915,220
548,548,0.09691383,0.04195685,0.115367964,0.013309767,0.005069696,0.5313927,230
549,549,0.10806522,0.06038938,0.114265695,0.013056649,0.0051347697,0.47683927,193
550,550,0.10736214,0.040456504,0.1239673,0.015367891,0.005058879,0.51898426,200
551,551,0.10981088,0.054766238,0.119605936,0.01430558,0.00501279,0.5354911,175
552,552,0.11231102,0.049622856,0.12802902,0.016391428,0.005121045,0.5953556,165
553,553,0.102897555,0.041640986,0.12173986,0.0148205925,0.0050189146,0.60006034,145
554,554,0.08793372,0.055787172,0.08962395,0.008032452,0.0051982645,0.34352908,126
555,555,0.08467748,0.038858157,0.10242182,0.010490229,0.005170486,0.47786507,125
556,556,0.08479594,0.038144886,0.09668004,0.00934703,0.005100379,0.41455948,104
557,557,0.0747753,0.02594958,0.09352548,0.008747014,0.0051019685,0.44752097,115
558,558,0.073075324,0.025984365,0.08435376,0.0071155564,0.0050461623,0.37356693,119
559,559,0.0732032,0.0328387,0.0942804,0.008888794,0.005201563,0.5078833,134
560,560,0.08499431,0.04021495,0.09514663,0.009052882,0.005005711,0.34796816,94
561,561,0.09158924,0.03480415,0.114724435,0.0131616965,0.0051071793,0.506639,123
562,562,0.091961086,0.0347214,0.11609589,0.013478257,0.0050061457,0.5645378,135
563,563,0.10355993,0.045826666,0.116724744,0.013624666,0.005097454,0.52668697,132
564,564,0.104552135,0.050331786,0.12101196,0.0146438945,0.0051517435,0.615868,142
565,565,0.10262782,0.044447243,0.120294236,0.014470704,0.0051511507,0.5127189,177
566,566,0.097847864,0.04092259,0.11808599,0.013944301,0.0051493132,0.50040483,187
567,567,0.10253808,0.04735376,0.11351881,0.012886521,0.0050020553,0.42192784,174
568,568,0.1080665,0.04841535,0.11867589,0.014083967,0.005375816,0.5745862,189
569,569,0.10343908,0.05244969,0.11862902,0.014072845,0.0050585363,0.62987906,188
570,570,0.100094646,0.044602577,0.11384008,0.012959563,0.005032574,0.5007664,189
571,571,0.0940625,0.04737381,0.11049995,0.012210238,0.0050252173,0.4971876,176
572,572,0.105276,0.0390275,0.12917006,0.016684905,0.005328875,0.5012256,166
573,573,0.08975865,0.03916795,0.10488987,0.011001884,0.005000209,0.43072805,186
574,574,0.0917079,0.027889308,0.114329495,0.0130712325,0.005142392,0.49417564,191
575,575,0.09889597,0.034564875,0.123514704,0.015255882,0.005045704,0.5478322,195
576,576,0.099780165,0.03481179,0.118276045,0.013989223,0.0050339787,0.5342936,213
577,577,0.12154497,0.07470528,0.12451908,0.015505001,0.00524348,0.61157143,249
578,578,0.116181925,0.05670829,0.1360233,0.018502336,0.0050020884,0.60627097,219
579,579,0.10274953,0.047390614,0.12447836,0.015494863,0.0051460965,0.70531046,221
580,580,0.10667612,0.04093751,0.12265997,0.015045468,0.0051412373,0.5743348,210
581,581,0.09992288,0.043382037,0.118034095,0.013932048,0.005003824,0.5631483,204
582,582,0.0832703,0.032048713,0.111632586,0.012461834,0.005081239,0.5360023,199
583,583,0.0853534,0.027098646,0.10913807,0.011911118,0.0051263203,0.46419573,167
584,584,0.093362935,0.045614988,0.110934325,0.012306425,0.0050926027,0.5444176,185
585,585,0.0890091,0.03496431,0.107212394,0.011494498,0.005035716,0.42778575,184
586,586,0.1001076,0.06261709,0.10574461,0.011181922,0.005200392,0.5036155,167
587,587,0.105223835,0.049769755,0.1164814,0.013567917,0.005461473,0.47692737,187
588,588,0.09371701,0.03875869,0.11492176,0.013207012,0.005066402,0.48488218,188
589,589,0.09967398,0.038277633,0.122971565,0.015122006,0.0050774543,0.5571927,173
590,590,0.09387784,0.03618514,0.11552796,0.013346709,0.005058153,0.52287126,167
591,591,0.0990848,0.04518758,0.11510926,0.0132501405,0.0051609334,0.53341746,161
592,592,0.074291855,0.024572954,0.09210993,0.00848424,0.0050857286,0.41003698,174
593,593,0.0832523,0.035269525,0.10088479,0.010177741,0.005191626,0.47795373,164
594,594,0.08006151,0.03461317,0.09951861,0.009903954,0.0050155194,0.52230304,163
595,595,0.08233164,0.034865927,0.09888229,0.009777706,0.00507633,0.45128027,161
596,596,0.08036924,0.032795902,0.111457445,0.012422763,0.0050010607,0.5894102,160
597,597,0.07486566,0.029895648,0.09737825,0.009482523,0.005033624,0.4920806,159
598,598,0.08019851,0.030437915,0.09578769,0.009175282,0.0050800387,0.43516845,155
599,599,0.06067904,0.026356144,0.08086193,0.006538652,0.005005136,0.41741523,167
600,600,0.092740975,0.04011333,0.119048275,0.014172492,0.005183471,0.4958503,153
601,601,0.08672183,0.041903093,0.09684521,0.009378995,0.0050098468,0.391294,147
602,602,0.083009146,0.043720946,0.09199625,0.00846331,0.005085174,0.42494023,160
603,603,0.112522125,0.06434775,0.117943436,0.013910654,0.005038161,0.47764355,147
604,604,0.10398513,0.061848287,0.11051383,0.0122133065,0.005078249,0.4078519,147
605,605,0.10502737,0.050349608,0.121594355,0.014785186,0.005128814,0.5487436,166
606,606,0.099507615,0.03423334,0.12270435,0.015056357,0.005037383,0.5197473,180
607,607,0.08906783,0.0432221,0.11029552,0.012165102,0.0051181344,0.58338463,160
608,608,0.077371195,0.034215562,0.092838615,0.008619009,0.005453256,0.41043356,153
609,609,0.090188034,0.049732015,0.09966774,0.009933659,0.0050428207,0.4187855,155
610,610,0.12518221,0.08431788,0.12835103,0.016473986,0.005149325,0.6509177,178
611,611,0.09816088,0.04862061,0.10962264,0.012017123,0.0050839707,0.5189521,228
612,612,0.10944389,0.058306884,0.11913388,0.014192882,0.0050765434,0.5436335,239
613,613,0.105619185,0.052145965,0.11750663,0.013807809,0.005023104,0.5124618,252
614,614,0.10670171,0.05783975,0.1100515,0.012111332,0.0050296523,0.4869291,273
615,615,0.110804565,0.054434832,0.12229982,0.014957246,0.00500792,0.5344454,279
616,616,0.10864644,0.06047476,0.11951165,0.014283034,0.0051110773,0.53945947,256
617,617,0.10820284,0.058856875,0.11888451,0.014133528,0.0050110193,0.53878176,236
618,618,0.10788456,0.0589643,0.117356144,0.013772465,0.0052380776,0.45610544,196
619,619,0.10145403,0.058289208,0.10738032,0.011530533,0.0050448934,0.55856705,234
620,620,0.1021695,0.04410398,0.12066893,0.014560991,0.0051072715,0.55180156,240
621,621,0.104234084,0.059249155,0.109484985,0.0119869625,0.005123209,0.53057516,233
622,622,0.09582639,0.038044237,0.11351962,0.012886703,0.0051148008,0.5965073,248
623,623,0.09392775,0.052098278,0.09890892,0.009782975,0.005018341,0.44194475,229
624,624,0.09830933,0.04263449,0.11500715,0.013226644,0.005060401,0.48299685,223
625,625,0.10114531,0.049270198,0.11215894,0.012579627,0.0050532063,0.49302202,212
626,626,0.09869463,0.03805374,0.11380222,0.012950945,0.005073678,0.52357405,199
627,627,0.09510919,0.043220542,0.109999165,0.012099816,0.00514842,0.5264046,175
628,628,0.09831313,0.03804069,0.12326114,0.015193309,0.0050475877,0.56478703,188
629,629,0.09831486,0.0548593,0.10953605,0.011998147,0.0050110053,0.4710648,184
630,630,0.09050846,0.041716404,0.108721495,0.011820363,0.0051019546,0.4906269,180
631,631,0.10096695,0.056089308,0.11094747,0.012309341,0.005112273,0.51265955,197
632,632,0.09233793,0.044194315,0.113996334,0.012995164,0.0050153183,0.77504236,251
633,633,0.10310428,0.044334706,0.12209277,0.014906644,0.005030179,0.626945,239
634,634,0.096320316,0.03732872,0.11666818,0.013611465,0.0051706387,0.56796706,232
635,635,0.11196962,0.0627624,0.11923887,0.014217908,0.005104366,0.57962555,238
636,636,0.09718705,0.043139864,0.11566446,0.013378268,0.0050253877,0.44706187,218
637,637,0.09683637,0.040453292,0.115044095,0.013235143,0.0050851246,0.572167,216
638,638,0.10038851,0.044737786,0.11720862,0.013737862,0.0050643827,0.5005773,213
639,639,0.09025763,0.04146311,0.10956456,0.012004392,0.0055181417,0.56481624,217
640,640,0.09715987,0.03537514,0.118232,0.013978804,0.0053056325,0.54170966,211
641,641,0.092403114,0.032299414,0.113973826,0.012990032,0.005027921,0.562015,194
642,642,0.10439973,0.035539653,0.12479162,0.015572949,0.0051466646,0.6142,165
643,643,0.10077045,0.044807464,0.11519805,0.013270591,0.00506126,0.56377393,150
644,644,0.09310877,0.043599416,0.109528884,0.011996577,0.0050652525,0.56210345,132
645,645,0.09472131,0.052263588,0.104695946,0.010961241,0.0050418316,0.508828,134
646,646,0.07640792,0.035023555,0.09067097,0.008221226,0.0050391783,0.4031492,110
647,647,0.09328145,0.045568477,0.1054857,0.0111272335,0.0050574653,0.47080857,96
648,648,0.08736016,0.037427627,0.09101427,0.008283598,0.005044291,0.3743918,86
649,649,0.08147427,0.035097323,0.0983115,0.00966515,0.0050349543,0.3709441,101
650,650,0.07694288,0.026046868,0.10603764,0.01124398,0.0052964916,0.40286082,82
651,651,0.08517081,0.03423484,0.10742106,0.011539285,0.005006616,0.4345256,95
652,652,0.0801602,0.04772434,0.086339615,0.007454529,0.005434063,0.3760245,102
653,653,0.08023215,0.03178973,0.09924768,0.0098501025,0.0053368416,0.48680335,107
