mean_score,median_score,std_score,var_score,min_score,max_score,ip_count,is_non_csnp,is_artefact
0.10471076,0.041948933,0.13030584,0.016979612,0.0050927796,0.64803296,209,False,False
0.12198155,0.052110076,0.14242353,0.02028446,0.0050191614,0.662406,214,False,False
0.10723785,0.04904806,0.12835436,0.016474841,0.005028608,0.6211402,220,False,False
0.10860911,0.04017223,0.12634863,0.015963975,0.0050553684,0.56199497,221,False,False
0.10071888,0.044448763,0.11502385,0.013230486,0.005020177,0.52541316,212,False,False
0.08932981,0.037761662,0.11186877,0.012514622,0.005010497,0.54333264,218,False,False
0.093406916,0.030589748,0.11852939,0.014049215,0.005305946,0.5923146,213,False,False
0.091942646,0.0278872,0.108436875,0.011758557,0.005098022,0.4711241,207,False,False
0.09095405,0.040227294,0.1133647,0.012851554,0.005028508,0.55312127,230,False,False
0.091047354,0.0365462,0.108310275,0.011731116,0.005103338,0.54629415,209,False,False
0.08458075,0.03601661,0.10217122,0.010438958,0.0052860947,0.46611044,254,False,False
0.08608465,0.033870775,0.10891444,0.011862355,0.005047597,0.51850504,259,False,False
0.079057,0.02612867,0.10960179,0.012012552,0.0050816867,0.6415529,245,False,False
0.08981904,0.03397466,0.11641963,0.013553529,0.005003068,0.55671,240,False,False
0.11969036,0.060750123,0.12883982,0.0165997,0.0050672144,0.6140138,273,False,False
0.117913246,0.056160115,0.13242166,0.017535495,0.0050050546,0.5786298,267,False,False
0.12867144,0.0964736,0.12847553,0.016505964,0.005060867,0.6663013,281,False,False
0.13239118,0.06815927,0.14391057,0.020710252,0.005024452,0.60813594,256,False,False
0.13752514,0.08324873,0.14231336,0.020253094,0.0050017177,0.60737914,315,False,False
0.12647769,0.06479539,0.13521013,0.01828178,0.005044328,0.62052846,282,False,False
0.112325035,0.062472295,0.1243528,0.015463619,0.005109815,0.6295654,303,False,False
0.13086854,0.07523606,0.14254658,0.020319529,0.005117387,0.7895994,310,False,False
0.1417074,0.07684451,0.14251357,0.020310117,0.0050176377,0.564831,285,False,False
0.12758951,0.071161985,0.13322873,0.017749894,0.005095383,0.5440311,311,False,False
0.112519644,0.06456069,0.12288686,0.01510118,0.005074437,0.5184808,300,False,False
0.10489436,0.045553885,0.11657834,0.013590509,0.005144364,0.50597614,262,False,False
0.10617454,0.055907324,0.12090046,0.014616922,0.0050925934,0.48972985,203,False,False
0.0929046,0.04110461,0.11178493,0.012495871,0.005026638,0.5114313,188,False,False
0.095634945,0.041946158,0.118196405,0.01397039,0.00502557,0.64306194,214,False,False
0.09425818,0.034255408,0.122780584,0.015075072,0.005051044,0.55528057,224,False,False
0.10332571,0.048651308,0.116369426,0.013541843,0.0050397487,0.45995253,218,False,True
0.09507755,0.04145156,0.11052619,0.012216038,0.0050932365,0.48366174,226,False,False
0.10673662,0.054371383,0.117071375,0.013705706,0.0050125984,0.6173277,254,False,False
0.119860195,0.070074014,0.12256867,0.015023079,0.005012937,0.519132,274,False,False
0.105728894,0.059185565,0.11743613,0.013791245,0.0051043523,0.5736319,260,False,False
0.12090611,0.063442536,0.12921357,0.016696146,0.005006793,0.5198069,269,False,False
0.12197906,0.06781128,0.12926856,0.016710361,0.005113162,0.6238532,284,False,False
0.1313596,0.07384084,0.13534145,0.01831731,0.0050960463,0.5825483,305,False,False
0.13752173,0.07108398,0.14783314,0.021854639,0.0050786776,0.687737,274,False,False
0.10694869,0.046347953,0.12877212,0.016582262,0.0050247638,0.6203123,255,False,False
0.116294116,0.063400954,0.12453529,0.015509039,0.005019677,0.57007986,248,False,False
0.095848516,0.048533034,0.11034586,0.012176209,0.0050046053,0.56388175,252,False,False
0.08126476,0.025989769,0.1060802,0.011253009,0.0050766757,0.59279186,225,False,False
0.08632091,0.03765487,0.11356267,0.01289648,0.005034727,0.6382749,230,False,False
0.098039165,0.035464473,0.12446216,0.015490829,0.0050104004,0.581101,214,False,False
0.10863872,0.0430884,0.124707475,0.015551954,0.005147621,0.5740467,257,False,False
0.091292195,0.03157951,0.11845917,0.014032575,0.005097138,0.5101402,246,False,False
0.089116536,0.037549045,0.103595115,0.010731948,0.005009231,0.46722433,214,False,False
0.0820306,0.030032858,0.10742363,0.011539836,0.0050546667,0.46058998,224,False,False
0.088881195,0.03754664,0.10678697,0.011403455,0.005026112,0.52054626,223,False,False
0.090059154,0.04419052,0.10444036,0.010907789,0.005005835,0.4515762,215,False,False
0.07696596,0.023230966,0.10395456,0.01080655,0.005075214,0.47454962,232,False,False
0.08090962,0.033604108,0.09573098,0.009164421,0.0050247526,0.392358,234,False,False
0.08180012,0.03497144,0.09870034,0.009741757,0.0051028985,0.47501993,217,False,False
0.08304202,0.029348958,0.10416021,0.010849349,0.005018191,0.5487685,214,False,False
0.08847597,0.036808707,0.10202609,0.010409323,0.0050055454,0.55001813,221,False,False
0.080257595,0.03060539,0.099700384,0.009940167,0.005454571,0.50064063,244,False,False
0.092890866,0.038278144,0.10680406,0.011407107,0.005018206,0.49515215,216,False,False
0.08487091,0.028624555,0.1145226,0.013115426,0.005007108,0.5342766,196,False,False
0.08826832,0.033153743,0.11465156,0.01314498,0.0050630257,0.6148157,203,False,False
0.116432555,0.049936824,0.13772321,0.01896768,0.005161692,0.59377664,208,False,False
0.09921626,0.035802208,0.1284777,0.01650652,0.0050347517,0.69303226,205,False,False
0.1060916,0.045619275,0.123545356,0.015263455,0.005075853,0.5881293,230,False,False
0.1004832,0.04014483,0.122007206,0.014885758,0.005018241,0.64189154,287,False,False
0.107781194,0.05288624,0.120957986,0.014630834,0.0050304052,0.5616459,268,False,False
0.11646274,0.06455287,0.12784138,0.01634342,0.0050178342,0.6845296,251,False,False
0.11754802,0.068827376,0.1262544,0.01594017,0.005024098,0.5891634,260,False,False
0.118118286,0.059515268,0.1296508,0.016809331,0.005027179,0.5857182,302,False,False
0.116081975,0.06229916,0.12097558,0.01463509,0.005211403,0.5825229,289,False,False
0.11059199,0.059396733,0.12412793,0.015407744,0.005056813,0.5947089,318,False,False
0.10055244,0.045271453,0.11325331,0.012826312,0.005026207,0.51898295,351,False,False
0.107147045,0.052983794,0.11546649,0.01333251,0.00503202,0.5277063,313,False,False
0.10440874,0.06011576,0.11603897,0.013465042,0.0052871904,0.644172,313,False,False
0.10401407,0.046558343,0.11573983,0.013395708,0.0051894574,0.5502456,292,False,False
0.107618995,0.058489338,0.11695343,0.013678105,0.0050582015,0.57910794,307,False,True
0.11562903,0.04856828,0.12999284,0.016898138,0.005107937,0.61130136,287,False,False
0.10899412,0.050868444,0.12915777,0.016681729,0.0050762915,0.68704164,274,False,False
0.11045489,0.04471475,0.13140963,0.01726849,0.0051149433,0.6996881,262,False,False
0.110361904,0.055033427,0.121382035,0.014733599,0.0050507286,0.5804343,228,False,False
0.093795344,0.04050158,0.10697466,0.011443579,0.005015052,0.48880884,212,False,False
0.09281243,0.0360388,0.11673167,0.013626283,0.0052744765,0.54338235,186,False,False
0.100046255,0.033973243,0.1291468,0.016678896,0.005083344,0.63701636,163,False,False
0.10387891,0.048364297,0.11863316,0.014073826,0.0050755483,0.53136754,168,False,False
0.1083654,0.05254206,0.11833984,0.014004316,0.005081986,0.54435164,219,False,False
0.11004537,0.043837093,0.12997481,0.016893452,0.0050738556,0.62114024,253,False,False
0.12239865,0.0606307,0.13192312,0.017403712,0.0051836073,0.63047695,250,False,False
0.10745757,0.053672764,0.119426064,0.014262585,0.005023557,0.57505167,271,False,False
0.120090745,0.060934894,0.13310018,0.017715657,0.0050166044,0.64127886,277,False,False
0.11636006,0.047590893,0.13486731,0.01818919,0.005025837,0.6637883,297,False,False
0.114201136,0.052360043,0.13071713,0.017086966,0.0051815286,0.73012125,266,False,False
0.10613402,0.05069702,0.12293121,0.015112083,0.0050036567,0.5973641,255,False,False
0.11663648,0.050259784,0.13624124,0.018561678,0.005372378,0.5665228,211,False,False
0.088997036,0.031589605,0.110181615,0.012139988,0.005088551,0.58779854,245,False,False
0.07886227,0.03929063,0.089760505,0.008056948,0.0051073586,0.4339801,202,False,False
0.08832073,0.029244918,0.11648133,0.0135679,0.0051110433,0.6329341,216,False,False
0.087715216,0.042493023,0.09976097,0.009952252,0.0050644022,0.46763042,216,False,False
0.07751813,0.030907223,0.098647185,0.009731267,0.0050133113,0.48562965,217,False,False
0.08107159,0.031127444,0.099208616,0.009842349,0.005036952,0.4804329,203,False,False
0.083898425,0.031999134,0.10828331,0.011725275,0.005080781,0.50994235,196,False,False
0.07997291,0.03336142,0.105861045,0.011206562,0.0050518066,0.48612636,218,False,False
0.08079308,0.025785182,0.112518996,0.012660524,0.0050213365,0.6550037,237,False,False
0.08964705,0.040337414,0.109254435,0.011936531,0.0051869834,0.49304166,218,False,False
0.07858308,0.028992308,0.10464735,0.010951068,0.005024229,0.55122304,241,False,False
0.08193288,0.031372752,0.10614253,0.011266236,0.0050160885,0.52906585,221,False,False
0.07916207,0.027239537,0.10166635,0.010336048,0.00507702,0.5509948,261,False,False
0.07886346,0.030488975,0.10269753,0.010546783,0.005124501,0.48228478,256,False,False
0.096271165,0.039269604,0.11544276,0.013327031,0.00502453,0.5124882,253,False,False
0.09301728,0.03611339,0.121105276,0.014666488,0.005075299,0.67580056,291,False,False
0.08840313,0.036207493,0.11203925,0.012552794,0.005082487,0.603975,263,False,False
0.08222983,0.030292094,0.10609184,0.011255479,0.0050921454,0.57058394,250,False,False
0.083796404,0.036247905,0.10934834,0.011957061,0.005056008,0.62544763,233,False,False
0.081374824,0.029459067,0.099165484,0.009833793,0.005047512,0.5526836,243,False,False
0.07051584,0.02661548,0.08989463,0.008081044,0.0050078565,0.46554852,239,False,False
0.06641482,0.02507921,0.08869309,0.007866465,0.0050238096,0.46853587,212,False,False
0.08385834,0.032238312,0.10940075,0.011968523,0.0050316714,0.5340924,219,False,False
0.092652336,0.03233625,0.11697784,0.013683815,0.0050959154,0.5136396,232,False,False
0.10201028,0.047594048,0.122194275,0.014931441,0.0050044996,0.69640565,243,False,False
0.08118099,0.02785793,0.107042365,0.011458068,0.0051159086,0.5108618,258,False,False
0.09396583,0.03707411,0.115193635,0.013269573,0.005016821,0.5665456,254,False,False
0.10429233,0.05086012,0.1168802,0.013660981,0.005005185,0.49013054,266,False,False
0.10549898,0.04796719,0.12301981,0.015133874,0.0050450214,0.6674539,301,False,False
0.10781311,0.05562417,0.118746385,0.014100704,0.005101132,0.5555976,271,False,True
0.10196147,0.04689287,0.1205588,0.014534424,0.00500716,0.55220896,281,False,False
0.09513493,0.03883682,0.11458216,0.013129071,0.0051092743,0.6249058,258,False,False
0.0941984,0.039225437,0.11509417,0.013246668,0.0051588495,0.6075826,305,False,False
0.09125156,0.036864348,0.11440944,0.01308952,0.0050369333,0.5644978,304,False,False
0.08974473,0.04560241,0.10094842,0.010190584,0.005029034,0.42323485,280,False,False
0.09068075,0.042922553,0.10751697,0.011559898,0.005099711,0.4740281,316,False,False
0.09254665,0.04114586,0.112906784,0.0127479425,0.0050980644,0.59676546,308,False,False
0.096013434,0.049650934,0.10830079,0.011729062,0.005119061,0.56029993,290,False,False
0.09985855,0.040409982,0.116427265,0.013555309,0.00509837,0.50254804,270,False,False
0.10395779,0.043125693,0.122175045,0.014926742,0.005039631,0.52656966,266,False,False
0.09967209,0.04346009,0.11689229,0.013663809,0.005002277,0.4832242,275,False,False
0.10505419,0.05288739,0.11757601,0.013824118,0.0051551396,0.59255415,273,False,False
0.102432,0.04738466,0.122812495,0.01508291,0.005025631,0.54803145,255,False,False
0.104744814,0.04199081,0.12702449,0.01613522,0.0050581344,0.54497063,254,False,False
0.10834349,0.047541153,0.12134723,0.014725151,0.0052469927,0.48452073,223,False,False
0.09149971,0.03503287,0.120769456,0.014585262,0.005009724,0.5995589,200,False,False
0.110795274,0.052112814,0.12698293,0.016124662,0.005362526,0.6069936,191,False,False
0.103413455,0.048955884,0.1119531,0.012533497,0.0050136503,0.45629498,213,False,False
0.09578102,0.047943678,0.10551662,0.0111337565,0.005019447,0.4540504,212,False,False
0.095401116,0.043097906,0.11546203,0.013331479,0.005058495,0.5356196,238,False,False
0.09653172,0.04544702,0.11064742,0.012242851,0.005020399,0.49940813,247,False,False
0.09429988,0.047712047,0.11225796,0.012601849,0.005046962,0.6863979,253,False,False
0.11347361,0.0566163,0.1299297,0.01688173,0.0050940844,0.60200477,300,False,False
0.099038325,0.04170105,0.11404738,0.0130068045,0.0051112967,0.48056027,308,False,False
0.094120786,0.043218814,0.110608466,0.012234232,0.0050284564,0.5003347,316,False,False
0.11572597,0.06364247,0.13208392,0.017446164,0.0051457454,0.73409444,283,False,False
0.10035527,0.05192262,0.11488603,0.013198799,0.0050181122,0.58673954,276,False,False
0.09162893,0.036630988,0.114991106,0.013222955,0.005011852,0.5007556,201,False,False
0.09044521,0.04148358,0.107921,0.011646942,0.005001921,0.613089,257,False,False
0.096552804,0.0377763,0.123762585,0.015317177,0.0050897286,0.692323,276,False,False
0.087108314,0.035423413,0.10641762,0.011324709,0.0050550634,0.47925538,228,False,False
0.08508916,0.033673275,0.11005008,0.01211102,0.0050115874,0.6164302,235,False,False
0.092741325,0.02982624,0.121098496,0.014664846,0.0050886325,0.5671487,193,False,False
0.08427994,0.02997233,0.10626586,0.011292432,0.00504483,0.5187939,207,False,False
0.081655204,0.02827686,0.10402255,0.010820691,0.0050360966,0.4911865,171,False,False
0.071503356,0.026053207,0.08522678,0.0072636046,0.0050520333,0.38690636,183,True,False
0.095510416,0.035494257,0.118585765,0.014062584,0.0050666053,0.5138588,235,False,False
0.09520147,0.034541447,0.12237617,0.014975926,0.0050085154,0.6080876,222,False,False
0.08414987,0.029263567,0.11150195,0.012432684,0.0050023366,0.6316309,197,False,False
0.07455338,0.023492485,0.09899495,0.0098,0.0050063306,0.48847964,187,False,False
0.08260514,0.026042735,0.11567906,0.013381645,0.0050463886,0.59665644,194,False,False
0.08363767,0.029750023,0.10997336,0.012094141,0.005086733,0.4647417,232,False,False
0.07718265,0.032413527,0.102214165,0.010447736,0.0051007257,0.576007,214,True,False
0.08502522,0.034805737,0.114942625,0.013211806,0.0050119753,0.5917004,223,True,False
0.09307955,0.039352845,0.12121053,0.014691993,0.005097647,0.5875167,225,True,False
0.09009518,0.0357326,0.114831544,0.013186284,0.0050420454,0.5602812,222,True,False
0.081342794,0.034439374,0.09773081,0.009551311,0.005013817,0.49514103,291,True,False
0.08261881,0.03637953,0.10358911,0.010730703,0.0050195493,0.5201457,308,False,False
0.080902725,0.03096942,0.107534096,0.011563581,0.005063338,0.5913797,293,False,False
