mean_score,median_score,std_score,var_score,min_score,max_score,skew_score,kurtosis_score,ip_count
0.097082675,0.042914882,0.11473818,0.013164851,0.0050403336,0.52988416,1.473776023373608,1.4585598280503005,232
0.09089933,0.044736885,0.10897953,0.011876537,0.005185262,0.6612396,2.0134167630086695,5.014621310575665,231
0.0944873,0.046325825,0.11112637,0.01234907,0.005014525,0.5260621,1.645352085541097,2.2339317838484334,219
0.09366686,0.04338405,0.112024784,0.012549552,0.0050896327,0.48664972,1.6431022311002381,2.23959044215524,224
0.09436221,0.049084768,0.10764344,0.01158711,0.005186882,0.4866687,1.559106053577467,1.7116824695400208,218
0.087070405,0.04977866,0.095852524,0.009187707,0.005060889,0.4629895,1.4267326452967712,1.456489941055084,215
0.09141304,0.0389248,0.108633816,0.011801305,0.0050168224,0.58392733,1.66525296024322,2.91175311858275,223
0.091478854,0.042021897,0.11270962,0.012703459,0.00502055,0.5622466,1.7662790850625223,2.753307903539344,203
0.09627278,0.04476295,0.11491551,0.013205576,0.0051506143,0.51238596,1.5311228490104263,1.847598553612122,217
0.09295507,0.041877728,0.10533309,0.01109506,0.0050263708,0.518576,1.3614694059698054,1.2292088415247617,219
0.1052484,0.050333183,0.120307386,0.014473868,0.005100761,0.53980887,1.450954856524676,1.511652377312715,211
0.0990307,0.057176754,0.10770774,0.011600956,0.0051384773,0.46086916,1.2676907698321487,0.807073369462072,204
0.09993247,0.05061487,0.111999534,0.012543896,0.005201909,0.60713524,1.5953217317390824,2.602276421712558,200
0.085871,0.040428627,0.103832625,0.010781214,0.005057735,0.54005766,1.6685675177792605,2.3252909044573373,229
0.08702203,0.04625442,0.09897089,0.009795237,0.0051646726,0.4174776,1.4947893199402058,1.375824155310144,205
0.07469607,0.031350005,0.088770516,0.007880204,0.0050090174,0.4897196,1.7657629699508373,3.2148010572927355,214
0.08485409,0.035525866,0.104828,0.01098891,0.005149238,0.5245466,1.8183735956893152,3.1437263904237387,216
0.08978366,0.038583066,0.105815075,0.01119683,0.005047799,0.48522547,1.5065600549647673,1.510252334790783,207
0.08192577,0.033940732,0.09634675,0.009282696,0.0050229547,0.46407148,1.6027170812278306,2.025077528488298,224
0.07988888,0.032723922,0.0902141,0.008138585,0.005020576,0.46954715,1.558761678617939,2.329462831911721,233
0.087123156,0.050582003,0.099314705,0.009863411,0.005070283,0.4852789,1.6922965681617492,2.4988320333253364,214
0.082897685,0.044302106,0.0963518,0.00928367,0.0050348407,0.53159344,1.7259699231655854,2.9142233794460806,243
0.09709602,0.046578392,0.110555954,0.012222619,0.0054141767,0.55178213,1.5705997166963703,2.3119577453030455,213
0.09996248,0.05459629,0.11134646,0.012398034,0.005013447,0.58594483,1.5447674805800984,2.027113886580188,207
0.092205286,0.047764257,0.10115605,0.010232546,0.005265361,0.4842962,1.5550245109894185,2.169249192497986,202
0.10836531,0.05229494,0.12209571,0.014907363,0.005269514,0.584865,1.3101148987413964,0.9623689072188713,188
0.11044925,0.04780022,0.12212095,0.014913525,0.0051918044,0.58849525,1.2716451104340665,1.0495281253164128,194
0.09832745,0.044706717,0.12196177,0.014874673,0.005035868,0.604888,1.671874691044712,2.2364443923400392,205
0.10516504,0.0481278,0.117922775,0.01390578,0.005429463,0.4951533,1.2770072325676554,0.8514982496017405,170
0.10157427,0.061045863,0.11546735,0.013332709,0.005005997,0.665938,1.9570107112741204,4.926855600920689,196
0.101951964,0.03725716,0.12243497,0.014990323,0.0050500208,0.556505,1.4198973682687352,1.2347406704365724,211
0.11443843,0.062073536,0.12702066,0.016134247,0.0050073043,0.6563757,1.4298795610256163,1.9151661461033624,199
0.10509012,0.045157507,0.12677997,0.016073162,0.0050640386,0.5435262,1.3665048450283839,0.998271380658196,184
0.09608702,0.039722037,0.1257924,0.01582373,0.0051828865,0.5255354,1.7338581521122631,2.153647503685746,157
0.09230431,0.031741925,0.11660392,0.013596473,0.00507164,0.60537475,1.58940562021207,2.0378344586789634,181
0.09139229,0.041355416,0.10331173,0.010673313,0.0051895557,0.46425238,1.327072644104671,0.8244119539822594,154
0.078461155,0.030466799,0.10996416,0.012092117,0.0050534075,0.5290216,2.1535479495471184,4.223337844093815,173
0.090575546,0.031115476,0.111004524,0.012322005,0.005038231,0.535561,1.603072445628302,2.1902808994958045,189
0.082919545,0.039308697,0.09740997,0.009488703,0.005158346,0.5816076,1.9297115974219274,4.495412295678385,177
0.101123914,0.04746635,0.12297031,0.015121698,0.0050285356,0.5426559,1.5879096860256785,1.728655842323521,177
0.09126855,0.04522361,0.10397192,0.010810161,0.0050214217,0.50115937,1.5030346687725717,1.8463899119826621,180
0.10025241,0.045736592,0.11504311,0.013234917,0.0051538073,0.5236427,1.441587090839562,1.3959774605828281,185
0.087748446,0.051194236,0.09707671,0.009423887,0.0050068744,0.4791024,1.451594412403513,1.6246042801573335,188
0.086352155,0.040369257,0.09804366,0.009612559,0.0050971783,0.45797315,1.4740046966265772,1.862377992704058,177
0.084786765,0.04114488,0.10092717,0.010186292,0.0051898947,0.5462956,1.8650436969404267,3.46506699113288,173
0.09472654,0.055773806,0.10072373,0.010145269,0.005012816,0.46221048,1.3329429013011642,1.1576291957761846,191
0.08136547,0.032844417,0.09881807,0.009765011,0.0050291205,0.48269525,1.6789058107224466,2.2935602467695,188
0.07894162,0.034043945,0.10225337,0.010455752,0.0050964095,0.56384236,1.9484431401418851,3.7335526211679193,198
0.08597294,0.036239192,0.10283485,0.010575006,0.005081948,0.4021455,1.3607091954720498,0.7055473838540318,160
0.08754657,0.04275902,0.1036528,0.010743903,0.0050468612,0.55871856,1.7924042882692308,3.364061104916864,194
0.11205833,0.06707798,0.12333063,0.015210444,0.0050306977,0.6313007,1.580692239075174,2.5042599246387045,160
0.09568953,0.039886206,0.11837356,0.0140122995,0.005014135,0.60619676,1.6947312115042932,2.4366400795635776,207
0.09287685,0.045833893,0.10632155,0.011304271,0.0051330477,0.5550708,1.6225782807108602,2.3780679159258398,191
0.08852132,0.04170406,0.11138421,0.012406443,0.005194903,0.5484005,1.9712829841492931,3.828165334504826,163
0.08844932,0.039639305,0.10821699,0.011710918,0.005045694,0.5366044,1.8243380601578723,2.8480190814423283,155
0.10588801,0.050344005,0.12332585,0.015209264,0.005222815,0.47604975,1.3035230334305044,0.5776185756595265,172
0.08071113,0.037457567,0.09318317,0.008683103,0.0050890893,0.4508449,1.7103857874017774,2.553817522588778,174
0.092398085,0.03672585,0.11275406,0.012713479,0.0050336937,0.51868814,1.5563779204445332,1.6614318229475433,149
0.088709615,0.047121093,0.106724195,0.011390055,0.0052332035,0.5333402,1.8134983128685127,3.2083643046761194,160
0.09242742,0.040882505,0.11106892,0.012336305,0.0055351527,0.5404729,1.8355329434813537,3.5009968068486987,162
0.08940031,0.035149172,0.110600375,0.012232443,0.005054501,0.57926625,1.8246583172274349,3.299673612400704,193
0.08102378,0.029267052,0.103716895,0.010757195,0.0051809857,0.48112005,1.7489310367150739,2.368135371432998,205
0.09305542,0.04128914,0.11486129,0.013193116,0.0050377017,0.527113,1.6669862357897869,2.2184477217561662,227
0.082293466,0.035879172,0.10216763,0.010438224,0.005023833,0.48260093,1.8025543795297698,2.850509970837426,185
0.09700581,0.049737882,0.10861332,0.0117968535,0.0050310763,0.48198557,1.3322426801999285,0.9859687108346264,188
0.093946226,0.035308924,0.11212572,0.012572177,0.005188607,0.579286,1.4921566221719065,1.916293720964819,197
0.08438538,0.0392899,0.09533056,0.0090879155,0.0050060065,0.5622774,1.7035365282034682,3.45958924063435,198
0.096940696,0.044371832,0.112137064,0.012574721,0.0051774383,0.5415487,1.5022630116199096,1.6197285253062992,205
0.09234819,0.038079493,0.11148337,0.012428542,0.005133018,0.4747127,1.6044386259447134,1.911662845295366,231
0.10547355,0.0464603,0.12159819,0.0147861205,0.0050227675,0.5199333,1.4438466285610834,1.3315327268894794,190
0.097496316,0.037265524,0.1174667,0.013798427,0.005059286,0.51170796,1.438120061340683,1.3470120637355407,183
0.09255963,0.035563733,0.112937056,0.012754779,0.005215215,0.51710236,1.574572163039451,1.892519409145649,166
0.11187526,0.058388002,0.12767477,0.01630085,0.005023722,0.6462553,1.4376739939295204,1.5560752321900466,167
0.09199821,0.033335563,0.111537226,0.012440553,0.00500295,0.62706727,1.7058579006056174,3.203777786555267,175
0.08576018,0.035303492,0.107461765,0.011548031,0.0050455877,0.55300546,1.8453641579466238,3.304597399681641,169
0.10075811,0.052353162,0.115459554,0.013330909,0.0050108563,0.5103444,1.349257310974216,0.8921277927961748,179
0.07215107,0.029899696,0.09649427,0.009311144,0.0052375547,0.41588128,1.9176495502059585,3.004038623695794,165
0.08335626,0.03663822,0.09708705,0.009425894,0.0050378065,0.3804997,1.340069602206003,0.6808101291454856,135
0.08614306,0.037763637,0.098205335,0.009644288,0.00509528,0.44768125,1.3392980210372214,0.9666210698294928,163
0.08479181,0.03820128,0.09854263,0.00971065,0.005003136,0.45841452,1.521701331594434,1.609257899339041,188
0.08379824,0.037171736,0.09797882,0.00959985,0.005007538,0.42219365,1.3782478323156822,0.9625778487119279,182
0.08479454,0.0351658,0.10474999,0.010972561,0.005021571,0.47894397,1.7968961703963835,2.7111705234699492,168
0.08545695,0.031378333,0.102977246,0.010604314,0.0050217924,0.5005259,1.5328936477803443,1.8490940591716107,169
0.08850585,0.035161752,0.10458251,0.010937502,0.0050056004,0.45816544,1.5288625753572542,1.6771473073944607,180
0.09077807,0.037076652,0.10729029,0.011511206,0.005056766,0.52578133,1.5349758123349189,2.081022804088871,177
0.09002773,0.038061593,0.11395678,0.012986147,0.005070833,0.5712833,1.985724755755497,3.936860996159262,192
0.097078025,0.044895105,0.10944934,0.011979159,0.0050157933,0.48420334,1.3946899257702818,1.2346340393850612,179
0.09109365,0.041357826,0.11334285,0.012846602,0.005012318,0.50980735,1.8135397389742758,2.904146969618373,191
0.086926706,0.038329985,0.10850016,0.011772285,0.0050432794,0.5712904,1.883222690512006,3.6033117731799544,184
0.08916611,0.044460047,0.10549796,0.011129819,0.005106922,0.42120224,1.4891792545681515,1.2972141815393385,165
0.08639798,0.048668545,0.09610702,0.009236559,0.0050045773,0.46188065,1.4966913918831968,1.7071216008964871,192
0.075784445,0.027729249,0.0991324,0.009827232,0.005038183,0.49780402,1.8461318703607341,3.007658511846823,170
0.07441236,0.028360985,0.09186111,0.008438462,0.0050967787,0.4500739,1.6435187412344483,1.9859394161038315,164
0.06782493,0.025805999,0.08595579,0.0073883985,0.005005444,0.46274734,2.115078367153117,4.727221137448014,158
0.085716724,0.042293575,0.100055076,0.010011018,0.005083701,0.45383793,1.5129054081311828,1.4533621873741547,173
0.0965154,0.050411813,0.10554741,0.011140256,0.0050908867,0.42698526,1.2517662850127707,0.579845514157721,156
0.089580916,0.04389603,0.09891956,0.009785079,0.0050416854,0.4577802,1.5294387726769016,1.7971711878306138,149
0.07458706,0.027830955,0.0929723,0.008643849,0.0050020856,0.4300936,1.7376351547412519,2.581738678234709,145
0.108090885,0.05416457,0.11439628,0.01308651,0.0050158687,0.5103735,1.1396267619750184,0.3818499200395089,155
0.09472301,0.03692688,0.112900615,0.012746549,0.0050702435,0.5152691,1.5214978613932635,1.6142832319423421,188
0.100748315,0.039816596,0.115377665,0.013312005,0.0050975387,0.52610326,1.3629105488518791,1.1621047987674888,194
0.09073592,0.03592781,0.11064797,0.012242973,0.005042709,0.518366,1.6442061066992455,2.2865445379555442,200
0.08869991,0.041335892,0.10527094,0.01108197,0.0050148587,0.547587,1.6565178011442518,2.6676381900439043,183
0.10222978,0.036733273,0.118888214,0.014134407,0.005009128,0.5386039,1.198787389982495,0.406323334672102,199
0.0857747,0.038486168,0.10399172,0.0108142765,0.0050231316,0.5061182,1.7992727083809024,2.9057430072240855,163
0.08005223,0.033282902,0.10079436,0.010159503,0.0050886916,0.556164,1.9649891009857146,3.9512397827987424,178
0.08344092,0.036898322,0.10648321,0.011338674,0.005037028,0.43966722,1.667544320183869,1.7144576004937653,184
0.095443815,0.04130096,0.112412415,0.012636551,0.0050291074,0.4708566,1.3940851720532959,1.013710777210119,209
0.09013259,0.041858383,0.10705005,0.011459712,0.0051097698,0.48455688,1.6552819049857759,2.2647308807882336,169
0.09352133,0.043252066,0.112022266,0.012548989,0.0050981804,0.5341066,1.55059100824485,2.0189901538187094,157
0.0901099,0.047921155,0.10380616,0.010775719,0.005137789,0.49475673,1.6150271078432794,2.4290570147834085,153
0.085912794,0.033914022,0.10581999,0.0111978715,0.005182413,0.50562394,1.7448252511270947,2.6018386598212055,170
0.07752253,0.02806803,0.09805033,0.009613868,0.0050081094,0.46212432,1.655643518743682,2.1945317380389646,151
0.07774023,0.029657453,0.100319736,0.010064049,0.005002533,0.51536,1.8000106231285584,2.808261606339073,159
0.102285385,0.053852297,0.11167458,0.012471211,0.0050418624,0.5071631,1.360023332573717,1.4059274063549445,145
0.08377806,0.028182147,0.108973496,0.011875223,0.0050013433,0.46753067,1.6421867470059845,1.8091630743326323,148
0.08140066,0.037293196,0.09390735,0.00881859,0.0050266883,0.44216937,1.5315780113289577,1.8234923697833372,131
0.08882153,0.044835784,0.102559425,0.010518435,0.00513231,0.42847806,1.4155382898844981,0.8703245750602422,151
0.08905396,0.036947686,0.10812183,0.01169033,0.005133189,0.5780661,1.642686378870098,2.3409700510643745,182
0.09316372,0.039551158,0.11270041,0.012701383,0.005042021,0.5559149,1.6650646972012368,2.555967298356185,160
0.088508055,0.0447817,0.10083967,0.010168638,0.0050451164,0.53911006,1.539793213934086,2.2588924642854735,189
0.10376549,0.047293354,0.11668883,0.013616283,0.0050427415,0.5254638,1.4528851105486569,1.547582452884873,178
0.0922053,0.044629604,0.103805736,0.01077563,0.005057249,0.40634313,1.3651764204413113,0.8983672572217296,169
0.09328999,0.034924265,0.11993157,0.0143835815,0.0052529853,0.52237463,1.6556983077647456,1.8610067037231257,169
0.09473784,0.046424106,0.10138204,0.010278318,0.005091455,0.38930675,1.1994601593578964,0.36686433794055917,159
0.0823782,0.035494372,0.1019273,0.010389175,0.0050860066,0.49031568,1.6358623145529245,1.95457622249294,191
0.109814554,0.05467894,0.12723827,0.016189577,0.005039241,0.5513193,1.5025042323387334,1.4757975916055104,181
0.1047641,0.051809482,0.11685733,0.0136556355,0.005084928,0.56243587,1.3054787177663993,1.0871991362773414,206
0.090772495,0.0383386,0.11776654,0.013868957,0.005177325,0.56175196,1.7852714365907552,2.4275630974856206,216
0.09590653,0.05180197,0.10668844,0.011382422,0.0051570213,0.5515493,1.6846551848727647,3.2142065324530282,188
0.082904875,0.038177054,0.098623626,0.009726619,0.0051150867,0.45022053,1.6247040868975153,2.0188907993130547,200
0.10063467,0.049605105,0.12630807,0.015953727,0.0050484906,0.6479198,1.8299654088136383,3.280831225138127,145
0.08834643,0.036343124,0.11385108,0.012962068,0.0050350237,0.6816141,2.0960258765700766,5.0040250655506995,179
0.09842164,0.043314774,0.1200752,0.014418054,0.0050352723,0.44354272,1.3434487980498626,0.5589843789684559,175
0.090950996,0.040080402,0.104475304,0.010915089,0.0050393404,0.4944142,1.7735521663364506,3.1532684603119607,159
0.09313793,0.035165645,0.11294892,0.012757458,0.005024774,0.47915152,1.423671897554366,0.9523283148774633,171
0.09487951,0.04103471,0.112777434,0.01271875,0.005067741,0.46768814,1.4853470700625595,1.2410854158424023,164
0.089331985,0.03667129,0.10762643,0.011583449,0.00501215,0.47438046,1.5560323742471207,1.6675676288770838,161
0.09371013,0.05010616,0.1087713,0.011831196,0.0052050035,0.5248223,1.6214852654359653,2.2604864192237795,148
0.102218725,0.04714769,0.112980254,0.012764538,0.005050517,0.46411687,1.204702153519276,0.563182505423645,159
0.09396608,0.03440921,0.11309212,0.012789828,0.0050069513,0.46703067,1.4295655837821115,1.125063792844001,148
0.10467683,0.046908528,0.11834196,0.014004819,0.0050104153,0.45574686,1.1830847701975804,0.19013544406657612,132
0.08420408,0.034981806,0.11252888,0.01266275,0.0051179635,0.57699686,2.1723265473527427,4.865232739994304,159
0.082731344,0.031195803,0.11613633,0.013487646,0.005008847,0.55950797,2.083097297980473,3.828651442050476,174
0.10354277,0.05010966,0.113248065,0.012825125,0.0050076814,0.55515605,1.3321194388347128,1.135890337932132,173
0.083944365,0.03617105,0.101019405,0.01020492,0.0050018914,0.5274156,1.7235645609057038,2.6099334940734567,209
0.085994914,0.03947743,0.100620754,0.010124536,0.0050830618,0.55069846,1.6151375367909042,2.460715177441773,195
0.09365847,0.048423782,0.10239551,0.010484841,0.005082972,0.4828674,1.400162780181468,1.590756799238446,234
0.095910355,0.043061323,0.11122125,0.012370166,0.0052131806,0.51559114,1.4886246439804052,1.5465400796640836,224
0.08284282,0.028779946,0.10739253,0.011533154,0.0050223856,0.58776206,1.8746910317213943,3.5152489917634018,214
0.07869528,0.04095736,0.095994286,0.009214902,0.005030209,0.44986406,1.9638075380328193,3.453404379481051,160
0.070434675,0.031992674,0.08522318,0.007262991,0.0050267964,0.52767676,2.1418812093961175,5.735669023926937,177
0.0913072,0.040175334,0.11045699,0.012200746,0.0051414915,0.59621435,1.810475273522086,3.4253859627367236,160
0.08982792,0.037798055,0.10625625,0.01129039,0.0051132464,0.4641782,1.531158874209205,1.4770707010956547,193
0.079960495,0.03707104,0.09188211,0.008442322,0.0051340344,0.3861436,1.489564350815588,1.4752024853785146,197
0.09095393,0.026530027,0.11803137,0.013931404,0.005047256,0.50110316,1.4611152024102632,1.1249639771937456,169
0.09440509,0.030858269,0.11632645,0.013531843,0.0050148196,0.4969505,1.5991807942284832,1.9319801139642365,142
0.07697958,0.027734365,0.105130404,0.011052402,0.005006126,0.47205234,1.8777294554619877,2.8067881168757403,117
0.078040496,0.034601834,0.09711175,0.009430692,0.0051202253,0.49783137,1.8765289502661129,3.562965345992893,122
0.07719452,0.029148499,0.11133838,0.012396235,0.0050642597,0.545275,2.313265590112178,5.1838638064102245,139
0.07934726,0.035876527,0.09978484,0.0099570155,0.0050490205,0.44786844,1.5623682232780358,1.4207345226365558,165
0.0839888,0.030981371,0.107920535,0.011646842,0.005212099,0.45875466,1.6637122224685024,1.8425031292116802,140
0.08725446,0.043564625,0.10053498,0.010107283,0.0050842874,0.4386019,1.4721465598569181,1.4560989201076584,129
0.07547697,0.031900816,0.093345426,0.008713368,0.0051313844,0.4191748,1.8436745282560394,3.0203260454902905,147
0.08916269,0.03634601,0.11499567,0.013224005,0.0050216583,0.5029908,1.8402347541829724,2.8429554195586446,131
0.09774808,0.046966523,0.11823763,0.013980137,0.005005372,0.56572026,1.6777386636815295,2.3803125817048203,145
0.085216254,0.035092816,0.10849866,0.011771959,0.0050119767,0.48288345,1.8955376083549684,3.143086471595736,172
0.08915943,0.037283033,0.105958596,0.011227224,0.0050826496,0.5739498,1.7068126028472872,2.759348427195839,174
0.10156486,0.041553065,0.11355787,0.012895389,0.0050714565,0.47155893,1.216169236615615,0.4542396493675902,163
0.08930488,0.04063864,0.105583586,0.011147894,0.005175068,0.5600265,1.503403555549843,1.7541834354020045,198
0.09486586,0.048450585,0.10422592,0.0108630415,0.005143731,0.48524103,1.3168238428695576,1.0986039987391125,195
0.08806525,0.038504187,0.10034961,0.010070045,0.005197025,0.434293,1.3154754913190876,0.7456744318833755,179
0.09749673,0.045224003,0.107216954,0.011495475,0.0050636283,0.4174695,1.2067338199876827,0.32428550692993197,186
0.095572166,0.049055535,0.10758558,0.011574657,0.00505642,0.5037841,1.5248725902270133,1.9250500028525082,164
0.10361549,0.041797526,0.12176701,0.014827204,0.0050074086,0.46039268,1.3482792591490795,0.7038949837678747,152
0.10076259,0.04251521,0.11436913,0.013080298,0.005097309,0.5153489,1.3001708762215591,0.8113999121698958,172
0.11108883,0.059486385,0.121454656,0.014751233,0.005011213,0.5333842,1.2880028750596502,0.9861022729163738,187
0.103819445,0.04485643,0.120571636,0.01453752,0.005006395,0.49702483,1.4365618136035343,1.053541439734623,197
0.09807877,0.045063373,0.12193777,0.014868818,0.005024807,0.6103635,1.8502039556799974,3.117726135058697,197
0.097890005,0.05725946,0.1059669,0.011228984,0.005155659,0.47639826,1.4069894704903032,1.2896357590893812,191
0.082617864,0.034869164,0.10789414,0.011641146,0.0050122556,0.5692459,2.0225545403795047,4.022315178165627,187
0.09488056,0.043479405,0.117130384,0.013719526,0.00508312,0.61897343,1.7587477036796886,2.9235992455505952,163
0.08093509,0.026458567,0.11196556,0.012536286,0.0051391535,0.49077776,1.9280884477907099,3.1251056969995012,151
0.07702469,0.0292085,0.10521913,0.011071065,0.005040419,0.50916153,1.9401000612678954,3.1451610926197517,167
0.084486276,0.034093965,0.106371574,0.011314912,0.00501613,0.5778262,1.9690624621800445,3.8379833173236486,178
0.09990671,0.048909087,0.10932308,0.011951535,0.005202257,0.4559005,1.3059179057603272,0.8945335377825567,167
0.09982565,0.05546284,0.11179099,0.012497226,0.0050717243,0.50780624,1.4704851875366596,1.8438194644861605,172
0.10967163,0.051499303,0.12652859,0.016009483,0.0050445423,0.5203189,1.3647595227102147,0.9300698764028184,179
0.090971135,0.040252633,0.11198837,0.012541397,0.0051362007,0.495804,1.7200080957049801,2.4389965733820453,175
0.0771298,0.030489737,0.09929203,0.009858907,0.005183802,0.47294492,1.7946412902340991,2.7229182979824156,143
0.08440884,0.051304996,0.09374922,0.008788915,0.00517214,0.44444492,1.6778073104577478,2.6448408267282737,124
0.08170226,0.029301254,0.104669765,0.010955759,0.005142909,0.55095994,1.8501404972976319,3.426770587866349,142
0.09381349,0.03619837,0.11675306,0.013631277,0.0050384495,0.6474459,1.7157909180106963,3.1581836384083424,164
0.07403773,0.031082593,0.10177976,0.01035912,0.005050018,0.5814933,2.411609906170286,6.6694560773633285,180
0.073400706,0.03331956,0.09623072,0.009260353,0.0052270293,0.5672079,2.2548112653014436,5.576984787570185,191
0.083492324,0.042138603,0.099477194,0.009895712,0.005041275,0.6148669,1.8301734493430797,4.061336502305348,203
0.08785156,0.043500327,0.10611507,0.011260409,0.00508065,0.51405317,1.861448554502325,3.4423074018681055,223
0.08099611,0.0356497,0.10108432,0.01021804,0.00503988,0.54698175,2.0174002461125684,4.436100128373783,183
0.07465753,0.031120943,0.0898123,0.008066249,0.005332135,0.47401926,1.7515074358461007,2.770956152453973,197
0.08116591,0.046277694,0.09925679,0.00985191,0.0050627687,0.53679687,2.1511519808269703,5.321489084311553,212
0.09007442,0.03577345,0.1087275,0.0118216695,0.005003099,0.46909142,1.5180191813380706,1.4906748901865265,241
