mean_score,median_score,std_score,var_score,min_score,max_score,skew_score,kurtosis_score,ip_count
0.077067174,0.033648662,0.09574588,0.0091672735,0.00506434,0.44096246,1.7629733421563432,2.5503428933295194,191
0.081700064,0.031662926,0.096817754,0.009373677,0.005074316,0.40204144,1.464085398395751,1.2340655106386142,171
0.08053639,0.035932347,0.095541805,0.009128237,0.0050400537,0.37189913,1.3533007121675993,0.706682885915809,155
0.08045695,0.03462013,0.09982647,0.009965325,0.0050333263,0.4702312,1.7434215667355968,2.4735003231625514,188
0.077803664,0.027295528,0.10171761,0.010346473,0.00506038,0.41766605,1.7703350670365074,2.243046142529173,175
0.09619488,0.033621803,0.11525131,0.013282864,0.0050548334,0.45013335,1.2833438427169843,0.5559110472859525,177
0.087735094,0.041181125,0.098185845,0.009640461,0.0053492603,0.4053176,1.3861452910111989,1.1624473253235514,169
0.07924157,0.031892624,0.09379663,0.008797809,0.005252091,0.47157633,1.6436282904369817,2.3949492046227396,184
0.08957994,0.035266064,0.106322005,0.011304369,0.005147556,0.48319548,1.555087275039877,1.839287110068681,172
0.08961363,0.034958266,0.10933047,0.011953151,0.005016462,0.53701013,1.5202712510234926,1.6158240188479018,174
0.088838115,0.03211225,0.109402224,0.011968847,0.0051184655,0.57990974,1.6713927092329526,2.7842244203526043,171
0.08791748,0.026913434,0.108887166,0.011856415,0.0050000586,0.41019478,1.364372009430579,0.7196708048477776,169
0.101206325,0.040751606,0.112648875,0.012689769,0.005024188,0.43170285,1.2120868821772803,0.37747316879271464,168
0.08579972,0.032760352,0.09948157,0.009896582,0.005044004,0.43271938,1.3700016000275117,0.9794272139988784,194
0.09336569,0.033377867,0.11561989,0.013367958,0.0050188145,0.58671623,1.8119705402424997,3.4011417041328045,166
0.0782613,0.032300927,0.098732814,0.009748169,0.0052864826,0.5047502,1.6820184127666378,2.184335624368516,196
0.09433694,0.04434876,0.10948752,0.011987517,0.0050249947,0.55073583,1.5327330778742028,1.996315257240651,180
0.09285357,0.047394585,0.1159695,0.013448926,0.0050898385,0.5731996,1.7476506622929593,2.741324943111918,171
0.08576437,0.039668344,0.09790317,0.009585031,0.0052242097,0.47847608,1.608771317881352,2.2718014658963055,190
0.08303153,0.033482194,0.09797041,0.009598202,0.0050911563,0.41848767,1.4087400363377598,1.0381401214064319,187
0.08816642,0.04380631,0.1054824,0.011126536,0.005016743,0.42185977,1.552249555267152,1.5701996679334655,176
