mean_score,median_score,std_score,var_score,min_score,max_score,skew_score,kurtosis_score,ip_count,is_non_csnp,is_artefact,dataset
0.12883323,0.07382763,0.13414639,0.017995253,0.005082826,0.5490476,1.1096357934526762,0.2703269466554459,234,False,False,EGT6_001_A_2
0.12892447,0.08373564,0.12838373,0.016482381,0.0050024916,0.51447,1.059694634898378,0.2350832735781161,246,False,False,EGT6_001_A_2
0.10317106,0.056239136,0.12072814,0.014575284,0.005062476,0.583216,1.5742277980580266,1.8626126586616047,196,False,True,EGT6_001_A_2
0.120391995,0.06924566,0.12761448,0.016285457,0.0050184703,0.4972317,1.1816337382942144,0.3886506560673397,217,False,False,EGT6_001_A_2
0.11163993,0.055428423,0.1196267,0.014310547,0.005390012,0.43601963,1.0933857123234838,-0.0357823617663011,232,False,False,EGT6_001_A_2
0.10094523,0.047158167,0.113900766,0.012973385,0.005021714,0.47007865,1.3130818288468271,0.7769531086667958,232,False,False,EGT6_001_A_2
0.112588294,0.05197903,0.11798575,0.013920637,0.005067272,0.4757442,1.154328125361872,0.3903332449818264,211,False,False,EGT6_001_A_2
0.12960985,0.07267894,0.13147764,0.017286368,0.0050130393,0.5110671,1.04683043962072,0.0259195689712603,200,False,False,EGT6_001_A_2
0.11986636,0.046774555,0.13761096,0.018936774,0.0051867953,0.5936885,1.2139396276032743,0.3485087384096772,194,False,False,EGT6_001_A_2
0.10698623,0.042877473,0.12525257,0.015688207,0.005137622,0.4981105,1.2526486506589432,0.4481664306982695,218,False,False,EGT6_001_A_2
0.12027372,0.05775673,0.12668347,0.016048701,0.0051462566,0.49145275,1.0537630836928815,-0.048462885801964,199,False,False,EGT6_001_A_2
0.113731936,0.047981355,0.12598777,0.015872918,0.0054232,0.5764769,1.1982226852947977,0.5862732337985506,201,False,False,EGT6_001_A_2
0.10559812,0.054955307,0.11977056,0.0143449865,0.0050674365,0.5073995,1.3952068116918146,0.9572750564074356,199,False,False,EGT6_001_A_2
0.13207437,0.05490325,0.14558424,0.02119477,0.005020469,0.54647607,1.0319777375405643,-0.1647484094087969,199,False,False,EGT6_001_A_2
0.11143171,0.056878522,0.12300759,0.015130866,0.005088564,0.55900335,1.381820805054608,1.2961398130865716,197,False,False,EGT6_001_A_2
0.1232067,0.06425303,0.12902214,0.016646711,0.0050026667,0.5382449,1.0730923183551957,0.0680514858504817,211,False,False,EGT6_001_A_2
0.11662823,0.055942107,0.13547774,0.018354217,0.0051689385,0.52667415,1.3035658281479643,0.5588533500866371,205,False,False,EGT6_001_A_2
0.11233928,0.047329955,0.13495398,0.018212575,0.005088404,0.5858468,1.482100002201709,1.4701993528873434,184,False,False,EGT6_001_A_2
0.10065361,0.036393147,0.12509947,0.015649876,0.00500167,0.48569536,1.5002479938928626,1.2414175935208442,165,False,False,EGT6_001_A_2
0.09533434,0.036791526,0.12069777,0.014567952,0.0052899173,0.5506919,1.6994975501609428,2.388015963814593,144,False,False,EGT6_001_A_2
0.095984146,0.04137134,0.12381966,0.015331307,0.005090422,0.5277208,1.7905389763736994,2.489039007232214,157,False,False,EGT6_001_A_2
0.1245653,0.06529051,0.13863607,0.019219961,0.0050754524,0.519944,1.2051829866777246,0.4182728888337252,117,False,False,EGT6_001_A_2
0.10777559,0.058851156,0.12111785,0.014669535,0.005046157,0.4723686,1.3916618587857517,1.112056017846875,121,False,False,EGT6_001_A_2
0.0928089,0.04122835,0.11124987,0.012376534,0.005095645,0.4336992,1.4290699720838165,0.9809333717123074,132,False,False,EGT6_001_A_2
0.07255877,0.030804079,0.096487105,0.009309761,0.005352513,0.6001013,2.316024063346932,6.406688894662873,155,False,False,EGT6_001_A_2
0.10706606,0.054374054,0.11054035,0.01221917,0.00521865,0.47731295,1.0254019238645828,0.0637760997307181,136,False,False,EGT6_001_A_2
0.10726293,0.04976171,0.11928078,0.014227904,0.0050042677,0.5557316,1.3359261368770683,1.0425122403446725,168,False,False,EGT6_001_A_2
0.109132454,0.048075274,0.11723637,0.013744366,0.0050097187,0.5061458,1.1097784098551424,0.2971204565493877,159,False,False,EGT6_001_A_2
0.097723044,0.052695267,0.11110176,0.012343601,0.0050561544,0.5253079,1.571957270302453,1.802980234845328,165,False,False,EGT6_001_A_2
0.100160256,0.047797084,0.11676163,0.013633278,0.005079778,0.56897056,1.4720184582908455,1.5558214537916246,150,False,False,EGT6_001_A_2
0.10883416,0.05170185,0.122345746,0.014968482,0.0053136796,0.5787185,1.4198812445650195,1.4285665185392349,160,False,False,EGT6_001_A_2
0.1198828,0.040194444,0.14825329,0.02197904,0.0050252927,0.6196603,1.4154044241818484,0.981349129607203,160,False,False,EGT6_001_A_2
0.10901983,0.051362187,0.123307,0.015204615,0.0051805954,0.6247164,1.46030678207383,1.8023500517815148,180,False,False,EGT6_001_A_2
0.1113482,0.05381065,0.12892361,0.016621295,0.005023551,0.574641,1.5522056444058168,1.9910927210696647,181,False,False,EGT6_001_A_2
0.12036045,0.0636971,0.13312979,0.01772354,0.0050067427,0.6348067,1.3472497035470885,1.332683559624113,183,False,False,EGT6_001_A_2
0.11659661,0.047082566,0.13075994,0.01709816,0.0051139407,0.5427717,1.296691763806703,0.8295235993092662,188,False,False,EGT6_001_A_2
0.11993907,0.064145386,0.12906499,0.016657772,0.00513378,0.54787385,1.2145799496360534,0.6600361582873222,205,False,False,EGT6_001_A_2
0.12183405,0.075674884,0.12504934,0.015637336,0.00500084,0.55777323,1.097313474163368,0.4029603711133944,233,False,False,EGT6_001_A_2
0.123732,0.062818825,0.1357186,0.01841954,0.0050846753,0.70206577,1.3138118999481958,1.424035928242386,232,False,False,EGT6_001_A_2
0.13431299,0.07937462,0.1353843,0.01832891,0.0050643138,0.5551697,0.891574767864959,-0.3440466988542527,229,False,False,EGT6_001_A_2
0.123006776,0.06339149,0.13390736,0.017931184,0.0050499183,0.62347925,1.2764449757524392,0.9664623103280428,215,False,False,EGT6_001_A_2
0.11382149,0.059331093,0.12162254,0.014792042,0.0050259046,0.5724804,1.2597567743963711,0.8136177711482397,218,False,False,EGT6_001_A_2
0.10395095,0.056834072,0.11174067,0.012485977,0.005097475,0.43976822,1.164144406137669,0.2511878800029894,205,False,False,EGT6_001_A_2
0.11196188,0.057284303,0.12447914,0.015495056,0.005157221,0.52222276,1.264996447257506,0.6372939105557269,186,False,False,EGT6_001_A_2
0.101176195,0.043187544,0.1199871,0.014396905,0.005028334,0.56323516,1.491105602872231,1.5880218597155755,217,False,True,EGT6_001_A_2
0.13485458,0.08106965,0.13456725,0.018108344,0.005041326,0.5552293,1.0127687505162677,0.1521971064236025,182,False,False,EGT6_001_A_2
0.11734619,0.07162422,0.12549606,0.015749263,0.0050058994,0.5281837,1.3267573634766894,1.1125386344271702,202,False,False,EGT6_001_A_2
0.116599776,0.06978154,0.12021264,0.014451078,0.0050522042,0.52601975,1.1227500979471086,0.2516571497844779,206,False,False,EGT6_001_A_2
0.12178047,0.068398796,0.12230298,0.014958019,0.0050563687,0.57536566,1.0008102425460423,0.210810888967865,213,False,False,EGT6_001_A_2
0.12654729,0.06853013,0.13228254,0.01749867,0.0050669406,0.598766,1.0852719047817487,0.3865549555345118,207,False,False,EGT6_001_A_2
0.12694474,0.061799973,0.13479528,0.018169766,0.0050283,0.5309363,1.0115988439165582,-0.0840501470901289,224,False,False,EGT6_001_A_2
0.11775129,0.063601285,0.12777536,0.016326541,0.0051245335,0.5921033,1.23199370793186,0.7280381727082799,218,False,False,EGT6_001_A_2
0.13249792,0.07770473,0.14125256,0.019952288,0.005003172,0.6057713,1.2122557212070868,0.5757855583888887,212,False,False,EGT6_001_A_2
0.1248922,0.066283844,0.12807555,0.016403347,0.005044855,0.5116477,0.9799175239503216,-0.0568296768940692,215,False,False,EGT6_001_A_2
0.12219832,0.07398646,0.13015093,0.016939266,0.0050644386,0.61965036,1.3501867424333864,1.5408847859605617,219,False,False,EGT6_001_A_2
0.13366568,0.0826097,0.13608803,0.018519951,0.005135144,0.58297056,1.0677409423659814,0.213730518182353,201,False,False,EGT6_001_A_2
0.13384306,0.06364043,0.14805,0.0219188,0.0050439388,0.6213178,1.1781800858567226,0.3934180098058437,214,False,False,EGT6_001_A_2
0.12258,0.052634224,0.14238821,0.0202744,0.005293419,0.596558,1.2868654634715664,0.5705612613934212,196,False,False,EGT6_001_A_2
0.109911025,0.03845046,0.13426599,0.018027358,0.0050234003,0.4861859,1.3524141480556926,0.6051604619713906,198,False,False,EGT6_001_A_2
0.122419976,0.068947695,0.12500857,0.015627142,0.005206975,0.45698267,1.0401178282803871,-0.0496044605831098,163,False,False,EGT6_001_A_2
0.10147474,0.058158237,0.118752584,0.014102176,0.005091935,0.49063233,1.6186547018807935,1.9256543904639187,159,False,False,EGT6_001_A_2
0.10267574,0.04748864,0.12125778,0.014703449,0.0052470383,0.54364336,1.6173678252154504,2.081477115211964,143,False,False,EGT6_001_A_2
0.09286673,0.03748788,0.11460961,0.013135362,0.005269943,0.4778085,1.6431657742712489,2.0112231828514275,148,False,False,EGT6_001_A_2
0.09721286,0.039022747,0.11773435,0.013861377,0.00510576,0.4549711,1.3554085978245354,0.6262830904324042,129,False,False,EGT6_001_A_2
0.09562101,0.042530756,0.11546009,0.013331033,0.0052924454,0.5765934,1.53435809785347,1.7181743429927965,153,False,False,EGT6_001_A_2
0.10508248,0.04780226,0.11647693,0.013566876,0.005035319,0.45932308,1.2867985940218771,0.6699514179088921,141,False,False,EGT6_001_A_2
0.09838562,0.039194066,0.115417436,0.013321184,0.005019299,0.5181308,1.4021158637986657,1.1632053411598742,159,False,False,EGT6_001_A_2
0.10226846,0.049462188,0.11742987,0.013789773,0.0052499943,0.47327852,1.36971143821449,0.8358748774394855,158,False,False,EGT6_001_A_2
0.10755128,0.04609182,0.12003684,0.014408843,0.0050997036,0.5201449,1.1453579230890432,0.2529426647197264,177,False,False,EGT6_001_A_2
0.101331346,0.04768874,0.11582727,0.013415956,0.0050009657,0.46671575,1.2343777950322352,0.4628553704528912,189,False,False,EGT6_001_A_2
0.12059003,0.06696455,0.1293572,0.016733285,0.005286876,0.56042665,1.273091861719598,0.916873680858684,174,False,False,EGT6_001_A_2
0.11825925,0.053744648,0.12920724,0.016694512,0.005016822,0.562058,1.237178821601734,0.734395025267299,171,False,False,EGT6_001_A_2
0.1218535,0.07250838,0.12737167,0.01622354,0.0051942915,0.6597462,1.3037849823087224,1.534451418328712,170,False,False,EGT6_001_A_2
0.114970006,0.054281846,0.13501048,0.01822783,0.005123143,0.5599093,1.384095574751626,0.97496745747271,160,False,False,EGT6_001_A_2
0.12284129,0.06246222,0.13281287,0.017639259,0.0050877454,0.48585978,1.0057372347711595,-0.2481474811324857,149,False,False,EGT6_001_A_2
0.121955894,0.057702288,0.13338849,0.017792488,0.0050257198,0.6026214,1.2446182544829032,0.9108723808925115,153,False,False,EGT6_001_A_2
0.10705215,0.046796504,0.127122,0.016160002,0.00509088,0.5334524,1.4371919615859576,1.1089290647725845,166,False,False,EGT6_001_A_2
0.12105328,0.054078776,0.13299075,0.017686538,0.005021941,0.61498463,1.2306023826076853,0.7412254407576992,177,False,False,EGT6_001_A_2
0.13593729,0.07647996,0.13822156,0.019105202,0.00513508,0.5937312,1.0728559957029722,0.3089067973544819,187,False,False,EGT6_001_A_2
0.12705411,0.07523439,0.13182576,0.017378032,0.0051549957,0.56264627,1.1062691787064522,0.4062290286341015,225,False,True,EGT6_001_A_2
0.10698009,0.057082858,0.11734734,0.013770398,0.0050720107,0.4743849,1.223058471888604,0.550303222868322,243,False,False,EGT6_001_A_2
0.12643437,0.072136894,0.13132718,0.01724683,0.005000824,0.5553358,1.0827845585428062,0.2015155271505353,252,False,False,EGT6_001_A_2
0.12131146,0.07278512,0.12848806,0.01650918,0.005006403,0.5339508,1.1957718072820127,0.4764514531379373,234,False,False,EGT6_001_A_2
0.12757324,0.066418424,0.12705271,0.016142393,0.0055695986,0.5377852,0.9004072532792232,-0.2236150001784573,233,False,False,EGT6_001_A_2
0.124751315,0.062147416,0.13254508,0.0175682,0.0050715758,0.6096439,1.0933957161063224,0.3831268570554305,215,False,False,EGT6_001_A_2
0.120349355,0.07058033,0.122738555,0.015064753,0.0053101834,0.47741744,0.988130522788067,-0.1838525441433649,222,False,False,EGT6_001_A_2
0.13046023,0.08253747,0.1343891,0.01806043,0.0050729406,0.5447843,0.9871463464969796,-0.1394662361555467,228,False,False,EGT6_001_A_2
0.12613109,0.06979919,0.12797622,0.016377913,0.0050559915,0.60399,1.0954523190367746,0.3815069869528313,226,False,False,EGT6_001_A_2
0.13335992,0.07235658,0.14149064,0.020019602,0.005248901,0.6345789,1.0508231163013944,0.1410933938458898,253,False,False,EGT6_001_A_2
0.12729163,0.06551491,0.13486616,0.01818888,0.005000406,0.5888177,1.0869234927152451,0.2403378290439168,266,False,False,EGT6_001_A_2
0.11905432,0.071746975,0.12180527,0.014836525,0.0050248792,0.54414374,1.1484971994557256,0.5617702741384147,262,False,False,EGT6_001_A_2
0.1318182,0.08634583,0.12451882,0.015504937,0.005051835,0.6033907,1.002561866965442,0.3228098005257469,241,False,False,EGT6_001_A_2
0.12470228,0.076856785,0.12268541,0.0150517095,0.0050822766,0.54687536,0.972277941763498,0.0128262441410806,220,False,True,EGT6_001_A_2
0.13268445,0.08922892,0.12578373,0.015821544,0.005105123,0.46212298,0.7775065588234386,-0.6323233112378559,219,False,False,EGT6_001_A_2
0.11239312,0.045898676,0.13056019,0.017045964,0.005078011,0.6784121,1.46833737708501,1.6419642676327353,248,False,False,EGT6_001_A_2
0.11474254,0.04795741,0.13569064,0.018411951,0.0051163947,0.6086218,1.396176410112139,1.0197863466108634,207,False,False,EGT6_001_A_2
