mean_score,median_score,std_score,var_score,min_score,max_score,skew_score,kurtosis_score,mean_score_log,median_score_log,std_score_log,var_score_log,min_score_log,max_score_log,skew_score_log,kurtosis_score_log,transform_inlier_ratio,valid_count,has_artefact,has_non_csnp
0.0040446282,5.4816135e-10,0.05174589,0.0026776372,0.0,0.9979527,16.326896245784013,281.72229655150534,-23.966204,-21.324451,13.474593,181.56467,-175.85196,-0.002049446,-1.7056467128621706,5.630500043139417,0.8032786885245902,122,False,False
0.0038702379,1.7745208e-09,0.047523234,0.002258458,0.0,0.99657696,16.715065116549443,301.6113859162345,-23.338049,-20.149734,14.25699,203.26176,-138.38118,-0.003428936,-1.834323729534547,5.344878444828982,0.7422680412371134,97,False,False
0.0037428406,8.464143e-09,0.04790697,0.0022950775,0.0,0.9949606,17.085024560971174,310.4668370999675,-21.368477,-18.587427,12.884734,166.01637,-186.31688,-0.0050520897,-2.221857389317444,8.407578691556573,0.7232142857142857,112,False,False
0.0038417475,3.2589242e-10,0.05091659,0.0025924991,0.0,0.9987463,16.452176835531443,284.7560376389986,-25.149576,-21.844454,14.645163,214.48079,-180.81871,-0.0012545586,-1.7281827475790876,5.235134917319597,0.8120300751879699,133,False,False
0.0039202804,6.027467e-09,0.048543103,0.0023564328,0.0,0.99906677,16.524240619990778,292.82082633344635,-22.76021,-18.926939,15.986522,255.56888,-227.48796,-0.00093364716,-2.710259385699566,12.053724502463968,0.6732673267326733,101,False,False
0.0039026772,7.6561575e-09,0.048316173,0.0023344527,0.0,0.99851286,16.71790297963039,299.7081955206103,-21.550535,-18.687756,13.504732,182.37779,-190.53603,-0.0014882088,-2.738940449535762,16.423253126774828,0.8137254901960784,102,False,False
0.003836707,8.973087e-10,0.045073505,0.002031621,0.0,0.99879104,17.443910304723893,334.6420035882272,-23.24366,-20.831621,13.569704,184.13687,-160.82155,-0.0012097359,-1.5175230443792185,4.341086844214803,0.8297872340425532,94,False,False
0.0037740283,2.8609995e-10,0.04952609,0.0024528336,0.0,0.999082,16.532021810931866,289.51947671737827,-25.189632,-21.97468,14.491149,209.99341,-130.05202,-0.00091838837,-1.638363504997609,4.34702231437248,0.7916666666666666,120,False,False
0.0039894027,7.948502e-10,0.051667158,0.0026694953,0.0,0.9983753,16.1789950202556,275.7599478496739,-24.14654,-20.952868,14.8981695,221.95546,-196.97572,-0.0016260147,-2.4660412177905564,11.672123578188389,0.808,125,False,False
0.004214202,1.1361664e-08,0.05056135,0.00255645,7.6e-44,0.9969477,16.068255044336457,275.17718404542177,-20.207571,-18.293022,10.42756,108.734,-99.28828,-0.003057003,-1.2200136713911602,2.3989513526868533,0.8686868686868687,99,False,False
0.0042447103,1.4378315e-08,0.049552314,0.0024554317,0.0,0.9979607,15.935090510391626,273.86326953745584,-19.806736,-18.057545,10.165289,103.33311,-105.25282,-0.0020413399,-1.3015665104061698,3.3370277934167234,0.7386363636363636,88,False,False
0.004285495,1.7189772e-09,0.05069727,0.0025702133,0.0,0.99754643,16.076907173359054,276.30721069641737,-22.599075,-20.181538,13.24234,175.35957,-165.9614,-0.002456665,-2.0008331030694677,8.695322404199025,0.6310679611650486,103,False,False
0.004121423,2.6886258e-09,0.0438131,0.0019195876,0.0,0.9936227,16.121010114781537,296.49434886707627,-21.96459,-19.734236,12.63243,159.5783,-128.07127,-0.006397724,-1.6028830329140402,4.863215120336186,0.6,55,False,False
0.004214314,1.4241701e-09,0.046339933,0.0021473893,0.0,0.9989529,15.918201049440114,282.44130617680145,-22.7983,-20.369677,13.410616,179.84462,-144.40671,-0.0010476112,-1.7643671851464875,5.653972565597972,0.7142857142857143,63,False,False
0.0044159032,9.4596386e-11,0.056250963,0.0031641708,0.0,0.9992855,15.260475598442447,243.08993556916573,-26.608898,-23.081402,16.488255,271.86255,-226.70403,-0.0007147789,-2.6103254767888338,12.424002342021916,0.7983870967741935,124,False,False
0.0041113957,2.916689e-09,0.047116235,0.0022199396,0.0,0.9986396,15.947480142449328,280.07447134199856,-22.116295,-19.652817,12.903752,166.50684,-170.05362,-0.0013613701,-2.2603631387318432,11.09858505477599,0.6231884057971014,69,True,False
0.003750139,6.9839863e-09,0.04456929,0.0019864219,0.0,0.99620014,17.060167706646176,321.17214604954586,-20.727238,-18.779646,11.00497,121.10936,-121.797775,-0.0038070679,-1.3634643831158315,3.4231064085719867,0.52,75,True,False
0.003784723,1.6389159e-09,0.04488286,0.0020144712,0.0,0.9983249,17.23030930024773,326.3337604951968,-22.448887,-20.22923,12.470209,155.50612,-127.03681,-0.0016765594,-1.484745070465598,4.392949572163599,0.7849462365591398,93,False,False
0.0037373265,1.6385517e-09,0.03991054,0.0015928512,0.0,0.99791414,17.836282985505658,368.3071537591134,-21.52045,-20.229454,11.171944,124.81232,-127.73359,-0.00208807,-0.8591058274291793,1.4332251692239444,0.8392857142857143,56,False,False
0.0037375272,8.113315e-10,0.04963222,0.0024633575,0.0,0.9995662,16.814143427963614,298.6085290478334,-24.730534,-20.932344,17.214104,296.32538,-243.61151,-0.0004339218,-3.4627775692836726,21.709448053804586,0.5968992248062015,129,False,False
0.003837943,3.954365e-09,0.04225879,0.0017858054,0.0,0.99911493,17.01409162774217,328.25260024139874,-21.480623,-19.348446,12.489699,155.99258,-145.89096,-0.0008854866,-1.7583243659521293,5.555104059866213,0.7704918032786885,61,False,False
0.0040205796,7.269746e-10,0.05095047,0.0025959506,0.0,0.9982654,16.212711248175086,278.95445171546913,-23.287664,-21.04213,12.606003,158.9113,-165.01315,-0.0017361641,-1.6217715118516058,5.512556772924883,0.7685185185185185,108,False,False
0.0039086645,5.444064e-09,0.045854107,0.002102599,0.0,0.9960662,16.73177966646005,306.8237760147185,-21.15784,-19.02874,11.884226,141.23482,-125.56335,-0.003941536,-1.7649259128384798,6.0807890501963815,0.8354430379746836,79,False,False
0.0039368425,2.3516091e-09,0.04489451,0.0020155169,0.0,0.9977086,16.905263909935023,315.7541240456385,-22.219185,-19.868166,12.821228,164.38388,-138.58934,-0.0022940636,-1.5340397186129928,4.051406509960326,0.7875,80,False,False
0.0037881404,9.727272e-10,0.04822962,0.0023260962,0.0,0.99650854,16.69188539563358,297.15362029337655,-23.744635,-20.750917,14.343242,205.72859,-175.11316,-0.0034976006,-2.108802174141984,8.208473668192616,0.7830188679245284,106,False,False
0.003764308,6.725302e-10,0.04079793,0.0016644712,0.0,0.9983006,17.478782402710134,350.3844275021259,-23.192299,-21.119974,13.360845,178.51216,-184.65024,-0.0017008781,-1.5436227800700688,6.216910734245541,0.5737704918032787,61,False,False
0.0038994479,5.8507943e-10,0.04868729,0.0023704523,0.0,0.9994837,16.522408117738788,292.9100378524485,-23.78698,-21.259274,13.390953,179.31763,-151.585,-0.00051641464,-1.7230632750546504,5.515427625681392,0.7523809523809524,105,False,False
0.0039109406,4.2911433e-10,0.048840594,0.0023854035,0.0,0.99854904,16.35789639829665,286.86234461128834,-24.329166,-21.569298,13.636328,185.94943,-144.99066,-0.0014519691,-1.443155485925418,3.878316304660141,0.4752475247524752,101,False,False
0.0038781601,1.16768515e-08,0.041467004,0.0017195125,0.0,0.9970812,16.961101667602605,328.4807568384026,-19.971737,-18.265657,10.617597,112.73335,-109.09808,-0.0029230118,-1.2663839004166166,3.13111835657587,0.6428571428571429,56,False,False
0.003699287,4.5685624e-09,0.046787273,0.0021890488,0.0,0.9998088,16.952636478491424,309.2275278011035,-22.964186,-19.204067,16.541512,273.62158,-306.6844,-0.0001912117,-3.858953399463533,29.22908891196949,0.7058823529411765,102,False,False
0.0037790618,2.7998264e-09,0.049166422,0.002417337,0.0,0.9987419,16.74574072135496,297.5611142759112,-22.818535,-19.693708,14.555547,211.86394,-210.71823,-0.0012588501,-2.7478282724564345,13.872675308911916,0.4322033898305085,118,False,False
0.0038831609,7.698447e-11,0.05118043,0.0026194365,0.0,0.9990863,16.431111230598134,284.072592418716,-26.460796,-23.287418,15.11686,228.51947,-186.12537,-0.00091409683,-1.6856237038279862,5.041373948745036,0.7785714285714286,140,False,False
0.0037943632,3.2728836e-10,0.042336285,0.0017923609,0.0,0.9984763,17.55259460893192,347.9134770599936,-23.604624,-21.84018,13.164349,173.30008,-154.56155,-0.0015249252,-1.2687309972335428,3.658484082235103,0.7162162162162162,74,False,False
