mean_score,median_score,std_score,var_score,min_score,max_score,valid_count,transform_inlier_ratio,has_artefact,has_non_csnp
0.005135603,2.8556077e-08,0.047245644,0.0022321509,1.7973e-41,0.9919838,42,0.7857142857142857,False,False
0.0051023695,2.7235212e-09,0.05046295,0.0025465095,1.2642442e-37,0.9959204,57,0.8245614035087719,False,False
0.0052733226,4.7037835e-10,0.047307108,0.0022379623,0.0,0.9992502,30,0.8,False,False
0.0057778326,3.7009062e-09,0.0477855,0.0022834537,4.765075e-38,0.9949359,26,0.6538461538461539,False,False
0.0055076266,3.146849e-09,0.052152798,0.0027199143,0.0,0.9968536,43,0.5116279069767442,False,False
0.0055137095,1.6326137e-09,0.05501195,0.0030263145,0.0,0.99933076,51,0.6078431372549019,False,False
0.0049611297,7.2831186e-09,0.05207379,0.0027116798,0.0,0.99615407,54,0.5,False,False
0.003796697,6.083417e-08,0.041113246,0.001690299,0.0,0.99481124,36,0.2222222222222222,True,False
0.0032175977,5.974806e-08,0.034780834,0.0012097065,0.0,0.99279386,33,0.2121212121212121,True,False
0.003831096,2.0690059e-09,0.03880091,0.0015055105,0.0,0.99900824,44,0.6590909090909091,False,False
0.0039956924,4.5213744e-09,0.03648354,0.0013310487,2.7906019999999998e-36,0.9933929,20,0.6,False,False
0.004237042,2.1825427e-08,0.03958353,0.0015668558,4.5244000000000004e-41,0.99637693,29,0.5862068965517241,False,False
0.0049325954,2.3337378e-08,0.042022016,0.0017658498,0.0,0.9970437,18,0.5,False,False
0.005245739,3.296387e-08,0.048495885,0.002351851,0.0,0.99743646,39,0.6153846153846154,False,False
0.0054156,2.6009754e-08,0.04261101,0.0018156981,3.2570833e-37,0.9971079,21,0.6190476190476191,False,False
0.005637521,2.6772156e-08,0.045955904,0.002111945,2.2272322e-35,0.9886358,23,0.6086956521739131,False,False
0.005858998,7.453792e-09,0.056067135,0.0031435238,0.0,0.99921495,44,0.5909090909090909,False,False
0.0057702754,2.7190591e-08,0.047779717,0.0022829014,8.400000000000001e-44,0.99042785,25,0.6,False,False
0.005386372,1.2259617e-08,0.05021916,0.002521964,6e-45,0.9953982,36,0.6388888888888888,False,False
0.005341563,2.7943792e-09,0.054420598,0.0029616014,0.0,0.9967342,57,0.8070175438596491,False,False
0.004366003,3.0529554e-07,0.041387115,0.0017128931,3e-45,0.99072784,27,0.3333333333333333,True,False
0.0049429145,1.9294184e-09,0.053489424,0.0028611184,0.0,0.9955368,66,0.3484848484848485,True,False
0.0047462215,9.115458e-09,0.048457783,0.0023481566,0.0,0.9967371,56,0.75,False,False
0.0043636393,1.0435617e-08,0.04365328,0.0019056088,0.0,0.99423647,46,0.8260869565217391,False,False
0.004173739,1.52147e-09,0.047586396,0.0022644652,1.0000000000000001e-45,0.9977129,86,0.7209302325581395,False,False
0.0041455207,6.24528e-10,0.039781157,0.0015825405,1.0218800000000001e-40,0.9978636,38,0.7368421052631579,False,False
