mean_score,median_score,std_score,var_score,min_score,max_score,skew_score,kurtosis_score,mean_score_log,median_score_log,std_score_log,var_score_log,min_score_log,max_score_log,skew_score_log,kurtosis_score_log,transform_inlier_ratio,valid_count,has_artefact,has_non_csnp
0.007165758,5.655749e-08,0.055826172,0.0031165616,0.0,0.9970338,11.54186683269638,152.01039408989246,-19.760027,-16.688007,12.795812,163.7328,-110.713455,-0.0029706955,-1.473951829331264,3.0840765928232283,0.3157894736842105,19,False,False
0.008312127,1.08841526e-07,0.05944562,0.0035337815,2.0512230000000002e-39,0.9913875,10.758548504744052,133.36530593642058,-18.358349,-16.033373,10.969516,120.330284,-89.08238,-0.008649826,-1.124724837792497,1.865558004100465,0.4285714285714285,14,False,False
0.008769534,3.7735663e-07,0.05237826,0.0027434821,1.3540271e-34,0.9912574,9.87376031493224,118.28012920920666,-16.877289,-14.790075,10.503649,110.32663,-77.98481,-0.008780956,-1.099527021375818,1.4705506293708224,1.0,2,False,False
0.008174267,2.0975924e-07,0.06305801,0.003976313,0.0,0.99648094,11.203220608904624,140.40456606901765,-20.04096,-15.377306,15.264456,233.00362,-116.69331,-0.003525257,-1.8540098001311915,4.220744882490971,0.55,20,False,False
0.0079221735,3.392999e-07,0.05593494,0.0031287177,3.8e-42,0.9918873,11.09796964741593,143.1945970535348,-17.254791,-14.896382,10.998704,120.97148,-95.37367,-0.008145809,-1.614393256124362,4.318857722407503,0.5714285714285714,14,False,False
0.0074977153,1.9792449e-08,0.06357262,0.004041478,0.0,0.9969244,11.781693802456234,151.99771540675127,-22.438183,-17.737972,16.816599,282.798,-162.63647,-0.003080368,-2.096581265138292,6.859029825151923,0.4666666666666667,30,False,False
0.0077178706,2.5431905e-07,0.05707636,0.0032577112,0.0,0.986568,11.43606951664507,150.1003092398237,-17.40384,-15.184676,11.378135,129.46194,-114.61315,-0.013523102,-2.132515924131841,7.763315593597207,0.4615384615384615,13,False,False
0.0071525592,1.7790776e-07,0.0520022,0.0027042287,2.7786192e-29,0.9853437,11.590340202987226,157.64403432605903,-17.206114,-15.542001,9.563301,91.45673,-65.75301,-0.014764786,-0.8557268543434416,0.7677353785454581,0.4285714285714285,14,False,False
0.006034587,3.184163e-08,0.050358206,0.0025359488,0.0,0.9984072,13.330770292990897,208.75670594294505,-21.108118,-17.262491,17.813873,317.3341,-214.79228,-0.0015940666,-4.4214036229735605,32.07943343346729,0.6086956521739131,23,False,False
0.0056850156,1.139881e-08,0.049660154,0.002466131,0.0,0.99903816,13.378028591810514,205.84033967360105,-22.687567,-18.289757,18.26375,333.56458,-200.27087,-0.0009622574,-3.1516246046955048,16.308895058417654,0.4166666666666667,24,False,False
0.0054579875,2.0580178e-08,0.0494537,0.0024456684,0.0,0.9979079,14.21580666033312,231.69155620037657,-20.532625,-17.698936,13.52783,183.0022,-132.84044,-0.0020942688,-1.970250228509886,6.6020567346626375,0.65625,32,False,False
0.0054625697,4.9949335e-08,0.04846856,0.0023492014,0.0,0.99528664,13.98469544809775,225.4886101841872,-20.509142,-16.812256,13.556447,183.77725,-106.29174,-0.0047245026,-1.34580773723439,2.0811605712702352,0.4347826086956521,23,False,False
0.006763531,1.2445311e-08,0.05899247,0.0034801117,0.0,0.9992135,12.6079186063216,177.76247861319752,-21.405455,-18.201923,13.994305,195.84056,-128.03355,-0.0007867813,-1.585630314032998,3.740416897437358,0.3928571428571428,28,False,False
