mean_score,median_score,std_score,var_score,min_score,max_score,valid_count,transform_inlier_ratio
0.0035790093,3.9936793e-10,0.042762768,0.0018286542,0.0,0.99965966,70,0.6285714285714286
0.0038836347,1.854795e-09,0.041626155,0.0017327367,0.0,0.99930507,46,0.8043478260869565
0.0037908345,1.7810601e-09,0.04389565,0.0019268282,0.0,0.99752736,70,0.5857142857142857
0.0035016509,1.7043036e-09,0.040078584,0.0016062928,0.0,0.9986486,67,0.7910447761194029
0.0032387823,1.1580199e-09,0.037794065,0.0014283914,0.0,0.9992497,54,0.7592592592592593
0.0033731405,7.781499e-10,0.036481157,0.0013308747,0.0,0.99875903,49,0.6122448979591837
0.0034035174,2.6949247e-09,0.033879094,0.001147793,0.0,0.99701273,23,0.6956521739130435
0.0031907882,4.5467345e-09,0.035568804,0.0012651397,3.08e-43,0.998301,50,0.82
0.0035539307,1.857422e-09,0.0381436,0.0014549342,0.0,0.99932647,45,0.7111111111111111
0.0035195593,2.132451e-09,0.03740496,0.001399131,0.0,0.99850994,41,0.5609756097560976
0.0031748249,2.6289975e-09,0.038756028,0.0015020297,0.0,0.99911636,65,0.4
0.003176532,4.1253294e-09,0.038486127,0.0014811818,0.0,0.9968131,71,0.5915492957746479
0.0032721653,6.1549708e-09,0.036158517,0.0013074385,0.0,0.99922216,41,0.8048780487804879
0.0036206942,1.2429281e-08,0.039509896,0.001561032,0.0,0.99496305,44,0.5
0.0035015012,2.550532e-08,0.03464619,0.0012003586,0.0,0.99830335,29,0.8620689655172413
0.0035930062,1.5515611e-09,0.03572943,0.0012765923,3.6032e-41,0.9979959,31,0.4838709677419355
0.0033516288,1.7281635e-09,0.038160186,0.0014561997,0.0,0.9985263,61,0.4426229508196721
0.0033939623,1.7833036e-09,0.038125318,0.0014535398,0.0,0.99717826,53,0.6037735849056604
0.0035360085,2.4298974e-09,0.034006745,0.0011564587,2.9836e-41,0.99639547,27,0.48148148148148145
0.0033792784,2.1951982e-09,0.035968848,0.0012937579,0.0,0.99868387,46,0.5
0.002867723,1.3732096e-08,0.03026296,0.0009158468,8e-45,0.9921228,25,0.68
0.0028758277,2.905962e-08,0.031730466,0.0010068225,0.0,0.9981525,32,0.6875
0.00342172,5.848621e-09,0.034279495,0.0011750838,0.0,0.9978352,32,0.71875
0.003434042,3.494557e-09,0.039969757,0.0015975814,0.0,0.9987043,69,0.6376811594202898
0.0034385198,2.5806397e-09,0.038246788,0.0014628167,4.3359e-41,0.9977961,61,0.3442622950819672
0.0031398537,4.424153e-09,0.035707824,0.0012750486,0.0,0.9955658,52,0.36538461538461536
0.0029035206,3.1343832e-09,0.033643037,0.0011318539,0.0,0.99825484,46,0.43478260869565216
0.00308497,3.1079678e-10,0.036282774,0.0013164398,0.0,0.99814016,66,0.6515151515151515
0.0029893913,2.486011e-10,0.03670466,0.0013472319,0.0,0.99688727,74,0.4189189189189189
0.0027713943,1.3136846e-09,0.030400535,0.00092419254,1e-45,0.99809974,44,0.7045454545454546
0.002808565,2.930961e-10,0.040322218,0.0016258813,0.0,0.99965626,124,0.532258064516129
0.0029154764,5.8823235e-09,0.031626474,0.0010002339,0.0,0.99736035,46,0.5652173913043478
0.0029523205,2.4505136e-09,0.036335684,0.0013202819,0.0,0.99851626,68,0.5
0.003155787,2.4553584e-09,0.036460977,0.0013294029,0.0,0.99877286,55,0.6363636363636364
0.003199949,1.5962762e-09,0.035761174,0.0012788617,0.0,0.9990506,43,0.46511627906976744
0.003362288,3.96298e-09,0.032887556,0.0010815914,1.25e-43,0.9987009,23,0.8260869565217391
0.0037714941,4.2788063e-08,0.036988083,0.0013681183,5.8579365e-34,0.99643916,36,0.5277777777777778
0.0038830005,1.4038204e-09,0.04791348,0.0022957018,0.0,0.99890006,85,0.5882352941176471
0.0038481513,6.5600227e-09,0.042266987,0.0017864984,0.0,0.9927769,47,0.7021276595744681
