mean_score,median_score,std_score,var_score,min_score,max_score,skew_score,kurtosis_score,mean_score_log,median_score_log,std_score_log,var_score_log,min_score_log,max_score_log,skew_score_log,kurtosis_score_log,transform_inlier_ratio,valid_count
0.005679563,6.4898455e-09,0.055963647,0.0031319298,0.0,0.99722296,13.971852742329016,214.19917800467772,-21.096594,-18.853027,13.715009,188.10147,-181.55322,-0.0027809143,-3.5178326079740536,24.77701301507112,0.7049180327868853,61
0.005344168,1.1799401e-09,0.049793806,0.002479423,8.325e-42,0.99775326,14.445524429822148,238.70105606445898,-22.114065,-20.557802,11.749969,138.06177,-94.58936,-0.0022492409,-0.7531880918678212,0.6843787027153043,0.5476190476190477,42
0.005169176,8.062677e-10,0.05308395,0.0028179057,0.0,0.99931926,14.536759612805147,233.97484393626368,-23.537277,-20.938606,13.671415,186.90761,-121.80591,-0.00068092346,-1.275267528854271,2.5860312990243726,0.6851851851851852,54
0.005852477,8.101335e-09,0.05284637,0.0027927388,1.42e-43,0.9984634,13.61641916169188,209.83332355946712,-20.726355,-18.631237,11.730664,137.60847,-98.66487,-0.0015377998,-1.1706807090846363,2.343121180380966,0.47368421052631576,38
0.0052833282,2.4061125e-10,0.04972971,0.0024730437,8e-45,0.99769706,14.488208176384196,239.81755879328517,-24.330439,-22.147839,13.714573,188.08951,-101.42,-0.0023055077,-0.7501414345151816,0.33679341646246996,0.7380952380952381,42
0.0051132916,1.6136853e-09,0.055813283,0.0031151227,0.0,0.9999147,14.479596540328227,225.97525130427937,-25.7533,-20.244745,24.682692,609.2352,-272.3,-8.535385e-05,-4.389022012052371,24.496694125208823,0.44285714285714284,70
0.0054430543,1.1166782e-09,0.051810335,0.002684311,1.803e-42,0.9984148,14.091616208185096,220.91638154288015,-22.471064,-20.612907,12.474098,155.60313,-96.118484,-0.0015864372,-0.8570846579622826,0.9808837420507182,0.6744186046511628,43
0.005447547,6.9409434e-10,0.04976985,0.0024770377,0.0,0.995272,13.776236033455769,218.45558987689012,-23.23236,-21.088413,12.971597,168.26233,-105.498795,-0.0047392845,-0.893122708110286,1.0709079429820498,0.5135135135135135,37
0.005475872,4.6883497e-09,0.053813927,0.0028959387,0.0,0.999204,14.458566630355389,230.77307720005007,-20.783276,-19.178185,11.777256,138.70377,-146.88884,-0.00079631805,-1.5944531672648479,6.079112719982316,0.48214285714285715,56
0.0052928515,1.9376603e-09,0.05120837,0.0026222973,0.0,0.99844384,14.4797857424845,234.82466947835658,-22.67365,-20.061785,13.50371,182.35019,-126.5388,-0.0015573502,-1.264448428593005,2.5302071022622865,0.46808510638297873,47
0.005483915,1.246838e-09,0.05134579,0.0026363903,3.1941937e-38,0.99941605,14.015989931443288,221.9399493186117,-22.927694,-20.502655,13.067014,170.74684,-86.3369,-0.0005841255,-0.8602462303215498,0.6264117922808023,0.5945945945945946,37
0.005667715,3.1465428e-09,0.052856456,0.002793805,0.0,0.99709165,13.887947228178625,217.9674346841355,-21.522085,-19.576962,12.061524,145.48036,-133.21323,-0.0029125214,-1.3420037689419668,3.8821820377990983,0.4418604651162791,43
0.005561599,3.385639e-09,0.05319463,0.0028296688,0.0,0.99949604,13.99774868153247,217.72885154690294,-22.191813,-19.503723,13.826091,191.16078,-169.49321,-0.0005040169,-1.8842309201193153,7.276942297318053,0.5576923076923077,52
0.0055941003,1.4698575e-09,0.048341587,0.002336909,0.0,0.9982377,13.418945153995343,210.97985388007382,-23.140757,-20.3381,13.969676,195.15184,-109.114525,-0.0017638206,-1.0319717732203357,1.3202880624506141,0.5555555555555556,27
