,index,mean_score,median_score,std_score,var_score,min_score,max_score,valid_count,transform_inlier_ratio
179,179,0.004719146,1.3050241e-08,0.042197004,0.001780587,7.962e-42,0.9959845,27,0.6296296296296297
180,180,0.0045430628,1.0794256e-08,0.045685254,0.0020871423,0.0,0.9971578,47,0.723404255319149
181,181,0.0041802623,2.0595325e-09,0.045441188,0.0020649016,0.0,0.9970061,61,0.7049180327868853
182,182,0.0035949997,3.935929e-09,0.037679117,0.0014197158,0.0,0.998016,46,0.6086956521739131
183,183,0.00352301,1.8503156e-08,0.040057134,0.0016045739,0.0,0.9980798,59,0.6610169491525424
184,184,0.0038123375,4.3874975e-09,0.04450344,0.0019805562,0.0,0.9991526,71,0.676056338028169
185,185,0.0044696624,2.0596653e-08,0.044961546,0.0020215407,9.620463e-39,0.99739885,44,0.7272727272727273
186,186,0.0046877344,2.4424e-08,0.04672999,0.002183692,0.0,0.99815494,43,0.627906976744186
187,187,0.004678399,2.3918435e-08,0.04178089,0.0017456426,2.920229e-39,0.9937923,27,0.6666666666666666
188,188,0.0040198565,2.8484873e-08,0.03900591,0.001521461,0.0,0.9967519,30,0.5666666666666667
189,189,0.0040837,2.0014658e-08,0.038692653,0.0014971214,7e-45,0.9971202,32,0.6875
190,190,0.004716132,7.549755e-09,0.041753795,0.0017433795,6.276e-42,0.99721634,32,0.53125
191,191,0.0046330383,1.1262147e-08,0.04847723,0.0023500419,0.0,0.99620634,62,0.5967741935483871
192,192,0.0042525795,9.705817e-09,0.043613702,0.0019021549,0.0,0.9964672,46,0.5217391304347826
193,193,0.003955793,1.2641446e-08,0.044972803,0.002022553,0.0,0.9962111,71,0.323943661971831
194,194,0.004189237,1.0869324e-08,0.041287657,0.0017046705,5.37e-43,0.99578416,36,0.5277777777777778
195,195,0.0049783504,2.5945786e-08,0.04334969,0.0018791957,0.0,0.98695236,27,0.37037037037037035
196,196,0.00511771,5.140182e-08,0.046545867,0.0021665178,0.0,0.9961294,31,0.5161290322580645
197,197,0.0053863637,1.1192632e-08,0.04788593,0.0022930622,0.0,0.99501574,33,0.3333333333333333
198,198,0.0059897336,1.9225658e-08,0.056512088,0.003193616,0.0,0.99737185,43,0.4883720930232558
199,199,0.0066509773,1.7255935e-08,0.05465143,0.002986779,0.0,0.99753064,23,0.34782608695652173
200,200,0.0071010394,1.0900456e-08,0.058645304,0.0034392718,0.0,0.99606377,31,0.5806451612903226
201,201,0.0068184077,3.02908e-08,0.05565578,0.0030975658,0.0,0.9981254,28,0.5
202,202,0.0071332213,3.4536946e-08,0.05593337,0.003128542,0.0,0.9974731,20,0.5
203,203,0.008535568,9.459275e-08,0.06563397,0.004307818,0.0,0.9960975,27,0.37037037037037035
204,204,0.008352879,4.3925304e-08,0.06024687,0.0036296851,2.47e-43,0.99595505,21,0.5238095238095238
205,205,0.008670417,6.3236136e-09,0.07161313,0.005128441,0.0,0.99679315,39,0.6410256410256411
206,206,0.00840594,2.8639507e-08,0.06511801,0.0042403545,0.0,0.9939909,25,0.56
207,207,0.007852666,1.674291e-08,0.05372376,0.0028862425,0.0,0.99814063,15,0.4
208,208,0.00771023,1.4153878e-08,0.06553973,0.004295456,1e-45,0.99463195,37,0.40540540540540543
209,209,0.006821796,2.7401924e-08,0.06275308,0.0039379494,2.77e-43,0.99796593,42,0.6190476190476191
210,210,0.007033025,8.099765e-09,0.053564094,0.0028691122,6.714298e-38,0.9979684,19,0.47368421052631576
211,211,0.0072932816,4.072809e-08,0.057286624,0.0032817572,0.0,0.9777242,16,0.5625
212,212,0.0077045034,3.5005517e-08,0.05642597,0.00318389,0.0,0.9951286,21,0.6190476190476191
213,213,0.0062301303,1.4455478e-08,0.056283027,0.0031677792,1.58e-43,0.9949479,35,0.4857142857142857
214,214,0.005199974,2.2062228e-09,0.043336224,0.0018780282,4.623985e-39,0.9957728,21,0.5238095238095238
215,215,0.0049509616,3.0713256e-08,0.042811465,0.0018328216,6.059143e-35,0.99386823,23,0.8260869565217391
216,216,0.004946463,3.2039673e-09,0.05187634,0.0026911548,0.0,0.99834013,61,0.6721311475409836
217,217,0.0043035247,4.1536428e-09,0.045413464,0.0020623829,0.0,0.9981749,52,0.6538461538461539
218,218,0.003964231,1.202715e-08,0.039730284,0.0015784956,6.9757e-41,0.9962239,43,0.5581395348837209
219,219,0.0037526803,1.5431905e-08,0.042511217,0.0018072037,8e-45,0.998391,66,0.48484848484848486
220,220,0.0039590076,9.981412e-10,0.041744813,0.0017426293,2.0680865e-37,0.99913245,45,0.6666666666666666
221,221,0.004061127,1.17323875e-08,0.03921573,0.0015378733,0.0,0.9940426,35,0.45714285714285713
222,222,0.0046218927,5.7156013e-09,0.040286284,0.0016229848,5.0627697e-38,0.99461776,20,0.6
223,223,0.0048591625,1.3665052e-08,0.040824752,0.0016666603,9.1749e-41,0.9946314,20,0.6
224,224,0.004451189,1.8165192e-08,0.039427422,0.0015545217,0.0,0.99892956,18,0.7777777777777778
225,225,0.0050120093,3.4715661e-09,0.05097491,0.0025984414,0.0,0.9986466,56,0.625
226,226,0.0049149175,2.2412406e-08,0.042957634,0.0018453584,5.3178537e-38,0.99485433,24,0.75
227,227,0.0053617065,2.6130987e-08,0.045563944,0.0020760729,0.0,0.9947747,30,0.6333333333333333
228,228,0.0056958096,7.947293e-09,0.053806517,0.0028951413,7.18873e-40,0.9977066,45,0.4222222222222222
229,229,0.0051884702,1.8847808e-09,0.05360991,0.0028740226,0.0,0.99610275,51,0.6078431372549019
230,230,0.0049285428,1.0932542e-08,0.047846336,0.002289272,0.0,0.9994308,38,0.7368421052631579
231,231,0.0046171653,6.688592e-09,0.05420459,0.0029381376,0.0,0.99528474,84,0.6904761904761905
232,232,0.0044572656,1.5394274e-08,0.039785158,0.0015828587,0.0,0.99714357,25,0.68
233,233,0.004460134,4.8426885e-09,0.049873702,0.0024873863,0.0,0.9996181,72,0.4722222222222222
234,234,0.004602694,4.8222493e-09,0.048388332,0.0023414306,0.0,0.9984657,54,0.7407407407407407
235,235,0.0044531045,1.0483708e-08,0.044434655,0.0019744385,1.0602e-41,0.99241483,42,0.5476190476190477
236,236,0.004046175,8.700187e-09,0.042774286,0.0018296397,0.0,0.99722344,50,0.7
237,237,0.004125407,1.06484945e-08,0.038210005,0.0014600044,2.91843e-40,0.9981368,32,0.53125
